dashboard_id,medewerker_id,snapshot_datum,activiteiten_vandaag,actieve_minuten_vandaag,calorieen_vandaag,gem_hartslag,reeks_weken,totaal_punten,rang_in_org,doel_voortgang_pct
6832,328,2026-02-17,1,40.2,301,,7,250,103,48.8
6833,350,2026-02-17,1,41.4,310,128.0,3,400,8,53.1
6834,492,2026-02-17,1,48.4,363,121.0,1,650,350,40.3
6835,459,2026-02-17,1,38.4,288,115.0,1,200,169,18.3
6836,300,2026-02-22,1,63.8,678,143.0,1,1000,15,59.2
6837,255,2026-02-22,1,49.7,528,122.0,1,550,6,60.8
6838,316,2026-02-22,1,64.0,680,132.0,1,800,6,58.6
6839,237,2026-02-18,1,81.4,203,,1,1500,3,149.8
6840,424,2026-02-18,1,80.5,201,,3,600,327,89.4
6841,402,2026-02-18,1,77.4,193,128.0,1,800,11,90.6
6842,361,2026-02-18,1,78.8,196,115.0,3,1050,19,52.5
6843,383,2026-02-20,1,59.9,804,140.0,1,1950,370,72.1
6844,406,2026-02-20,1,59.0,792,118.0,1,750,5,28.1
6845,510,2026-02-20,1,61.8,830,140.0,1,250,84,
6846,249,2026-02-20,1,60.8,993,137.0,1,1000,12,44.5
6847,269,2026-02-20,1,53.2,868,129.0,3,200,17,38.6
6848,443,2026-02-20,1,55.2,901,,5,50,10,26.3
6849,240,2026-02-20,1,62.5,1020,160.0,8,1250,14,44.6
6850,508,2026-02-20,1,63.4,1035,126.0,1,650,1,119.8
6851,516,2026-02-20,1,53.3,870,116.0,3,800,4,92.4
6852,502,2026-02-19,1,52.9,96,109.0,1,900,268,
6853,436,2026-02-19,1,67.1,123,,3,1050,18,
6854,444,2026-02-19,1,57.9,106,122.0,4,1000,17,
6855,325,2026-02-19,1,61.5,112,108.0,9,650,6,25.6
6856,314,2026-02-19,1,63.2,115,111.0,1,200,29,84.1
6857,390,2026-02-19,1,60.7,111,,1,2450,284,106.0
6858,364,2026-02-19,1,61.2,112,116.0,2,950,1,25.5
6859,289,2026-02-19,1,62.8,115,121.0,7,1750,111,38.5
6860,480,2026-02-19,1,61.8,113,93.0,2,250,259,25.8
6861,307,2026-02-21,1,78.7,865,116.0,1,750,63,65.6
6862,271,2026-02-21,1,75.8,833,123.0,12,550,6,42.1
6863,505,2026-02-21,1,81.2,893,,2,1300,245,72.4
6864,240,2026-02-21,1,71.4,785,136.0,8,1250,14,44.6
6865,417,2026-02-21,1,81.7,898,120.0,1,900,13,68.1
6866,292,2026-02-21,1,74.7,821,119.0,3,2200,278,83.0
6867,395,2026-02-22,1,67.1,134,106.0,1,300,242,54.4
6868,381,2026-02-22,1,63.0,126,120.0,2,450,40,90.1
6869,498,2026-02-22,1,60.4,120,102.0,3,900,218,67.1
6870,293,2026-02-22,1,59.1,118,97.0,6,1000,18,19.7
6871,320,2026-02-22,1,57.5,115,114.0,2,550,76,27.4
6872,272,2026-02-22,1,66.2,132,,2,850,327,107.9
6873,362,2026-02-22,1,53.3,106,,2,400,6,29.6
6874,595,2026-02-22,1,59.3,118,116.0,1,1850,10,54.5
6875,269,2026-02-22,1,62.5,125,94.0,3,200,17,38.6
6876,577,2026-02-22,1,57.3,114,120.0,1,550,312,47.8
6877,535,2026-02-22,1,56.5,113,91.0,3,250,184,62.8
6878,523,2026-02-22,1,59.5,119,118.0,1,1550,9,73.9
6879,222,2026-02-22,1,58.3,116,112.0,1,550,14,64.8
6880,314,2026-02-22,1,62.9,125,107.0,1,200,298,84.1
6881,525,2026-02-17,1,74.4,863,126.0,1,750,19,123.6
6882,457,2026-02-17,1,71.4,828,116.0,9,850,10,39.7
6883,275,2026-02-17,1,81.2,941,126.0,3,550,283,27.1
6884,506,2026-02-17,1,79.8,925,115.0,2,1000,11,44.3
6885,295,2026-02-19,2,152.2,1456,115.5,4,1300,2,150
6886,596,2026-02-19,2,138.5,1307,118.0,1,550,14,
6887,584,2026-02-19,1,62.7,666,129.0,1,200,20,99.3
6888,477,2026-02-19,1,61.1,649,,1,500,11,39.7
6889,323,2026-02-19,1,55.0,584,117.0,7,1000,16,26.2
6890,350,2026-02-19,1,70.2,746,132.0,3,400,8,53.1
6891,471,2026-02-19,1,59.0,627,128.0,6,1150,258,66.1
6892,536,2026-02-19,1,57.3,609,,1,1500,227,
6893,316,2026-02-19,1,59.1,628,136.0,1,800,6,58.6
6894,306,2026-02-19,1,58.4,620,109.0,1,1000,17,123.2
6895,331,2026-02-19,1,56.4,599,128.0,7,1450,14,37.6
6896,332,2026-02-19,1,68.6,729,116.0,3,1550,50,143.8
6897,582,2026-02-19,1,64.3,683,119.0,3,1350,350,60.6
6898,298,2026-02-19,1,74.4,620,138.0,3,600,216,41.3
6899,458,2026-02-19,1,78.6,654,136.0,3,1950,10,92.6
6900,488,2026-02-19,1,73.6,613,128.0,5,650,1,49.1
6901,515,2026-02-19,1,71.1,592,111.0,2,400,7,
6902,339,2026-02-19,1,74.1,617,117.0,1,1550,3,35.3
6903,304,2026-02-16,1,61.4,81,113.0,1,950,16,50.9
6904,413,2026-02-16,2,86.8,107,110.0,1,2150,6,114.9
6905,300,2026-02-16,1,60.5,80,112.0,1,1000,15,59.2
6906,528,2026-02-16,1,61.4,81,102.0,4,2050,9,20.5
6907,330,2026-02-16,1,64.2,85,102.0,5,750,8,150
6908,295,2026-02-16,1,51.5,68,89.0,4,1300,2,150
6909,442,2026-02-18,1,54.6,409,132.0,6,350,11,72.6
6910,311,2026-02-18,1,58.5,438,127.0,4,1850,280,49.1
6911,558,2026-02-18,1,61.9,464,126.0,1,200,10,25.8
6912,231,2026-02-18,1,64.1,480,138.0,1,1750,5,30.5
6913,357,2026-02-16,1,46.9,660,121.0,2,200,12,52.1
6914,495,2026-02-16,1,44.1,621,144.0,3,500,18,24.5
6915,532,2026-02-16,1,44.3,623,116.0,1,1550,10,71.2
6916,445,2026-02-16,1,50.1,705,127.0,5,1200,11,16.7
6917,304,2026-02-20,1,45.4,526,,1,950,16,50.9
6918,279,2026-02-20,1,35.1,407,137.0,4,800,7,23.4
6919,595,2026-02-20,1,44.9,520,137.0,1,1850,10,54.5
6920,569,2026-02-20,1,41.0,475,123.0,1,1500,11,
6921,346,2026-02-20,1,49.7,576,114.0,1,1150,16,16.6
6922,487,2026-02-20,1,39.0,452,127.0,1,750,18,21.7
6923,597,2026-02-20,1,42.2,489,129.0,1,50,5,139.2
6924,365,2026-02-20,1,53.2,617,125.0,5,1400,1,29.6
6925,381,2026-02-19,1,72.2,625,138.0,2,450,228,90.1
6926,423,2026-02-19,1,70.1,607,,1,1050,271,
6927,559,2026-02-19,1,77.9,675,124.0,3,450,9,37.1
6928,227,2026-02-19,1,75.7,656,133.0,1,950,221,50.5
6929,261,2026-02-19,1,81.2,703,125.0,5,200,9,38.7
6930,442,2026-02-19,1,76.0,658,130.0,6,350,11,72.6
6931,431,2026-02-19,1,76.3,661,126.0,2,200,350,84.8
6932,483,2026-02-19,1,79.9,692,131.0,1,200,146,66.6
6933,587,2026-02-19,1,79.6,689,116.0,1,1500,14,67.8
6934,294,2026-02-19,1,79.9,692,117.0,1,750,20,
6935,508,2026-02-19,1,80.4,696,123.0,1,650,1,119.8
6936,539,2026-02-19,1,69.1,598,107.0,4,1750,266,60.8
6937,511,2026-02-19,1,72.0,624,118.0,1,2150,7,125.0
6938,597,2026-02-19,1,83.1,720,134.0,1,50,5,139.2
6939,474,2026-02-16,1,28.2,28,113.0,2,1250,212,23.5
6940,536,2026-02-16,1,27.1,27,106.0,1,1500,68,
6941,371,2026-02-16,1,23.8,23,102.0,3,1450,190,20.4
6942,308,2026-02-16,1,34.7,34,,1,1050,65,23.1
6943,516,2026-02-16,1,29.9,29,99.0,3,800,4,92.4
6944,543,2026-02-16,1,29.3,29,93.0,1,550,15,24.4
6945,472,2026-02-16,1,31.2,31,117.0,1,250,313,
6946,503,2026-02-16,1,31.1,31,113.0,4,1750,7,25.9
6947,390,2026-02-16,1,34.7,34,99.0,1,2450,107,106.0
6948,449,2026-02-16,1,23.4,23,,7,250,17,55.2
6949,277,2026-02-16,1,28.1,28,,4,2350,226,11.7
6950,376,2026-02-16,1,23.0,23,91.0,3,1000,66,15.3
6951,372,2026-02-16,1,34.4,34,120.0,1,450,1,99.8
6952,396,2026-02-25,1,86.9,753,124.0,1,800,3,41.4
6953,394,2026-02-25,1,91.7,794,124.0,1,1450,8,79.9
6954,585,2026-02-25,1,90.4,783,110.0,3,550,9,50.2
6955,247,2026-02-25,1,90.7,786,113.0,8,250,14,92.3
6956,374,2026-02-25,1,96.8,838,125.0,1,1100,13,64.5
6957,252,2026-02-25,2,144.4,1149,131.5,7,500,111,96.3
6958,346,2026-02-25,1,88.9,770,110.0,2,1150,16,29.6
6959,391,2026-02-25,2,180.2,1531,107.5,2,1250,9,85.8
6960,266,2026-02-25,1,89.4,774,126.0,1,1750,181,49.7
6961,522,2026-02-25,1,97.7,846,112.0,4,950,166,40.7
6962,337,2026-02-23,1,70.6,129,118.0,5,950,16,150
6963,237,2026-02-23,1,76.8,140,128.0,2,1500,3,42.7
6964,510,2026-02-23,1,78.4,143,,2,250,3,
6965,236,2026-02-23,1,69.3,127,94.0,3,1050,2,150
6966,507,2026-02-23,2,149.0,607,110.5,1,1300,218,99.3
6967,379,2026-02-23,1,66.1,121,104.0,1,2250,8,56.7
6968,433,2026-02-27,1,73.7,1037,137.0,1,1850,215,113.3
6969,450,2026-02-27,1,74.7,1052,141.0,8,150,1,150
6970,311,2026-02-27,1,76.8,1081,,5,1850,95,74.1
6971,495,2026-02-27,1,73.7,1037,144.0,4,500,12,109.4
6972,353,2026-02-27,1,75.9,1068,143.0,1,600,205,36.1
6973,531,2026-02-27,1,70.3,990,,1,700,6,33.5
6974,325,2026-02-27,1,75.4,1061,114.0,10,650,6,63.5
6975,424,2026-03-01,1,47.6,380,149.0,4,600,19,150
6976,387,2026-03-01,1,48.7,389,126.0,3,1000,4,113.8
6977,313,2026-03-01,1,53.0,424,114.0,1,1400,11,35.3
6978,292,2026-03-01,1,45.6,364,106.0,4,2200,222,150
6979,291,2026-03-01,1,47.3,378,116.0,1,800,176,
6980,458,2026-03-01,1,54.4,435,142.0,4,1950,10,36.3
6981,232,2026-03-01,1,45.0,360,130.0,1,2200,201,15.0
6982,280,2026-03-01,1,41.8,334,111.0,6,1300,15,150
6983,488,2026-03-01,2,136.9,1050,125.5,6,650,5,150
6984,427,2026-03-01,1,43.4,347,130.0,1,450,4,36.2
6985,562,2026-03-01,2,141.2,1083,112.0,1,800,13,81.9
6986,575,2026-03-01,1,45.3,362,138.0,3,950,18,25.2
6987,520,2026-02-24,1,91.9,765,,1,1500,20,102.1
6988,530,2026-02-24,1,82.7,689,112.0,2,500,13,105.1
6989,425,2026-02-24,1,83.2,693,,2,1700,10,46.2
6990,506,2026-02-24,1,90.0,750,117.0,3,1000,11,98.7
6991,532,2026-02-24,2,122.0,1007,111.0,2,1550,10,132.5
6992,499,2026-02-24,2,132.9,1405,144.5,1,1350,10,135.1
6993,548,2026-02-24,1,93.4,778,116.0,7,400,8,31.1
6994,236,2026-02-24,1,96.1,800,119.0,3,1050,2,150
6995,332,2026-02-26,1,45.0,522,118.0,4,1550,265,120.7
6996,457,2026-02-26,1,48.3,560,114.0,10,850,10,70.1
6997,535,2026-02-26,1,38.5,446,122.0,4,250,156,84.4
6998,450,2026-02-25,1,70.7,176,119.0,8,150,1,150
6999,325,2026-02-25,1,77.1,192,96.0,10,650,6,63.5
7000,267,2026-02-25,1,73.4,183,107.0,3,1100,10,40.8
7001,371,2026-02-25,1,78.6,196,103.0,4,1450,67,40.6
7002,573,2026-02-25,1,69.7,174,123.0,1,600,7,33.2
7003,511,2026-02-25,1,75.6,189,113.0,2,2150,6,150
7004,238,2026-02-25,1,65.4,163,114.0,8,50,11,66.2
7005,387,2026-02-25,1,74.8,186,123.0,3,1000,4,113.8
7006,554,2026-02-25,1,64.0,160,123.0,1,650,96,26.7
7007,390,2026-02-27,1,70.8,778,129.0,2,2450,270,78.7
7008,416,2026-02-27,1,86.0,946,,1,1250,238,47.8
7009,505,2026-02-27,1,73.2,805,127.0,3,1300,75,89.0
7010,483,2026-02-24,1,65.6,413,121.0,2,200,205,54.7
7011,502,2026-02-24,1,66.5,418,120.0,2,900,231,
7012,526,2026-02-24,1,59.3,373,131.0,2,1500,16,29.7
7013,593,2026-02-25,1,91.3,760,111.0,1,1550,286,62.1
7014,405,2026-02-25,1,87.0,725,131.0,4,250,253,150
7015,227,2026-02-25,1,85.1,709,126.0,2,950,285,56.7
7016,261,2026-02-25,1,89.3,744,127.0,6,200,9,70.3
7017,280,2026-02-25,1,82.2,685,108.0,6,1300,15,150
7018,429,2026-02-25,1,92.8,773,114.0,4,200,7,150
7019,577,2026-02-25,1,96.8,806,126.0,2,550,133,80.7
7020,442,2026-02-25,1,93.2,776,126.0,7,350,11,51.8
7021,295,2026-02-25,1,88.4,736,118.0,5,1300,2,49.1
7022,544,2026-02-25,1,85.3,710,,1,1650,308,56.9
7023,580,2026-02-25,1,91.6,763,129.0,1,200,3,49.5
7024,559,2026-02-25,1,87.4,728,121.0,4,450,9,41.6
7025,404,2026-02-25,1,93.2,776,128.0,5,200,3,127.2
7026,523,2026-02-25,1,91.8,765,127.0,2,1550,9,38.2
7027,333,2026-02-25,1,83.9,699,137.0,2,1000,16,87.8
7028,457,2026-02-25,1,77.8,648,112.0,10,850,10,70.1
7029,459,2026-03-01,2,159.0,841,107.0,2,200,193,75.7
7030,241,2026-03-01,1,60.8,121,114.0,1,1750,2,59.4
7031,318,2026-03-01,1,69.3,138,103.0,8,1400,3,63.1
7032,515,2026-03-01,1,65.0,130,115.0,3,400,7,
7033,495,2026-02-24,1,47.8,673,149.0,4,500,12,109.4
7034,300,2026-02-24,1,44.6,628,147.0,2,1000,15,52.0
7035,450,2026-02-24,1,50.2,706,139.0,8,150,1,150
7036,371,2026-02-24,1,43.3,609,122.0,4,1450,76,40.6
7037,392,2026-02-24,2,68.8,797,125.5,1,1050,9,45.9
7038,292,2026-02-24,2,114.3,843,110.0,4,2200,162,150
7039,401,2026-02-24,1,39.2,552,129.0,2,100,1,16.3
7040,387,2026-02-24,1,51.6,726,142.0,3,1000,4,113.8
7041,444,2026-02-24,1,45.4,639,127.0,5,1000,17,
7042,571,2026-02-24,1,45.3,637,139.0,1,1550,5,79.8
7043,394,2026-02-24,1,34.4,484,135.0,1,1450,8,79.9
7044,494,2026-02-24,1,45.6,642,129.0,3,400,295,21.7
7045,328,2026-02-24,2,116.9,1646,127.5,8,250,313,64.9
7046,368,2026-02-28,1,76.2,810,136.0,6,2200,11,64.8
7047,424,2026-02-28,1,77.7,826,148.0,4,600,19,150
7048,406,2026-02-28,1,69.3,736,126.0,2,750,5,33.0
7049,314,2026-02-28,1,69.1,734,118.0,2,200,110,113.5
7050,278,2026-02-28,1,72.2,767,,1,1500,166,
7051,405,2026-02-28,1,77.5,824,132.0,4,250,247,150
7052,275,2026-02-28,1,74.7,794,119.0,4,550,46,24.9
7053,558,2026-02-28,2,120.4,1297,143.5,2,200,10,50.2
7054,284,2026-02-28,1,80.5,855,109.0,10,1550,5,59.7
7055,305,2026-02-28,1,74.5,792,127.0,1,1150,17,121.7
7056,584,2026-02-28,1,66.5,707,128.0,2,200,20,44.3
7057,530,2026-02-28,1,74.9,796,131.0,2,500,13,105.1
7058,331,2026-02-28,1,74.3,790,132.0,8,1450,14,112.7
7059,503,2026-02-27,1,56.2,754,122.0,5,1750,7,113.8
7060,424,2026-02-27,1,53.6,720,153.0,4,600,19,150
7061,499,2026-02-27,1,69.8,937,149.0,1,1350,10,135.1
7062,423,2026-02-27,1,63.4,851,,2,1050,100,
7063,263,2026-02-27,1,53.2,714,135.0,3,1050,12,29.6
7064,387,2026-02-27,1,63.9,858,139.0,3,1000,4,113.8
7065,593,2026-02-23,1,57.8,462,114.0,1,1550,276,62.1
7066,383,2026-02-23,1,63.7,509,131.0,2,1950,32,69.9
7067,570,2026-02-23,1,49.2,393,111.0,1,1700,228,27.3
7068,513,2026-02-23,1,56.8,454,137.0,1,400,6,47.3
7069,489,2026-02-23,2,131.7,920,128.5,1,1200,8,146.3
7070,347,2026-02-23,1,56.4,451,138.0,2,1100,14,57.6
7071,257,2026-02-23,1,54.7,437,123.0,1,200,285,33.0
7072,272,2026-02-23,1,58.9,471,,3,850,176,49.1
7073,280,2026-02-23,1,64.2,513,123.0,6,1300,15,150
7074,301,2026-02-23,1,78.3,493,136.0,1,800,6,
7075,352,2026-02-23,1,73.8,464,122.0,3,800,294,109.1
7076,519,2026-02-23,1,71.9,452,119.0,2,250,20,119.5
7077,400,2026-02-23,2,126.3,882,105.0,1,300,6,114.2
7078,369,2026-03-01,1,90.7,544,109.0,1,950,38,89.1
7079,566,2026-03-01,1,90.2,541,128.0,1,200,11,67.7
7080,246,2026-03-01,1,83.0,498,118.0,1,250,111,58.7
7081,236,2026-03-01,1,88.1,528,107.0,3,1050,2,150
7082,506,2026-03-01,1,87.7,526,107.0,3,1000,11,98.7
7083,467,2026-03-01,1,85.7,514,109.0,1,2050,11,104.6
7084,434,2026-03-01,2,137.4,1125,,1,1150,189,45.8
7085,316,2026-03-01,1,92.9,557,128.0,2,800,6,44.2
7086,450,2026-03-01,1,101.9,611,133.0,8,150,1,150
7087,230,2026-03-01,1,89.9,539,128.0,1,1750,12,106.9
7088,277,2026-03-01,1,90.1,540,118.0,5,2350,129,37.5
7089,493,2026-03-01,1,90.3,541,127.0,1,800,14,65.2
7090,441,2026-03-01,1,88.2,529,118.0,2,1200,254,49.0
7091,315,2026-02-23,1,124.6,1038,114.0,1,1350,20,103.8
7092,429,2026-02-23,1,115.9,965,118.0,4,200,7,150
7093,303,2026-02-23,1,126.4,1053,107.0,5,200,60,109.0
7094,426,2026-02-23,1,128.8,1073,123.0,2,1100,325,150
7095,553,2026-02-23,1,129.7,1080,119.0,1,1950,12,99.3
7096,394,2026-02-23,1,113.7,947,125.0,1,1450,8,79.9
7097,300,2026-02-23,1,64.5,516,124.0,2,1000,15,52.0
7098,323,2026-02-23,1,65.8,526,109.0,8,1000,16,47.9
7099,318,2026-02-23,1,63.3,506,126.0,8,1400,3,63.1
7100,367,2026-02-23,1,62.9,503,120.0,1,1700,17,77.7
7101,488,2026-02-23,1,50.1,400,130.0,6,650,5,150
7102,261,2026-02-23,1,58.4,467,124.0,6,200,9,70.3
7103,431,2026-02-23,1,52.7,421,129.0,3,200,175,58.6
7104,305,2026-02-23,2,108.1,836,131.0,1,1150,17,121.7
7105,393,2026-02-23,1,55.4,443,137.0,1,1250,9,150
7106,443,2026-02-23,1,58.1,464,116.0,6,50,10,27.7
7107,543,2026-02-23,1,54.2,433,109.0,2,550,15,80.5
7108,402,2026-02-23,1,55.1,440,136.0,2,800,11,88.5
7109,407,2026-02-23,1,64.3,514,141.0,1,400,12,
7110,466,2026-02-23,1,51.4,411,138.0,1,200,17,36.3
7111,291,2026-02-23,1,58.0,464,133.0,1,800,61,
7112,497,2026-02-23,1,66.8,534,115.0,1,50,84,
7113,488,2026-02-26,1,46.9,295,126.0,6,650,5,150
7114,502,2026-02-26,1,44.3,279,124.0,2,900,289,
7115,331,2026-02-26,1,46.0,289,115.0,8,1450,14,112.7
7116,588,2026-02-26,1,43.6,274,118.0,1,250,1,20.8
7117,339,2026-02-26,1,47.9,301,113.0,2,1550,3,22.8
7118,284,2026-02-26,1,44.8,282,,10,1550,5,59.7
7119,311,2026-02-24,1,56.6,797,125.0,5,1850,27,74.1
7120,364,2026-02-24,1,65.1,916,141.0,3,950,1,27.1
7121,246,2026-02-23,1,57.9,434,120.0,1,250,172,58.7
7122,329,2026-02-23,1,62.9,471,120.0,1,350,18,
7123,433,2026-02-23,1,62.3,467,128.0,1,1850,91,113.3
7124,249,2026-02-23,1,58.5,438,119.0,2,1000,12,50.0
7125,251,2026-02-23,1,64.5,483,134.0,1,250,4,43.0
7126,562,2026-02-23,1,55.3,414,106.0,1,800,13,81.9
7127,235,2026-03-01,1,47.1,632,129.0,1,500,258,22.4
7128,423,2026-03-01,1,54.0,725,122.0,2,1050,186,
7129,426,2026-03-01,1,37.8,507,140.0,2,1100,268,150
7130,484,2026-03-01,1,40.2,540,146.0,1,1850,4,48.7
7131,222,2026-03-01,1,49.6,666,140.0,2,550,14,55.1
7132,557,2026-02-25,1,53.5,369,138.0,1,400,187,35.0
7133,363,2026-02-25,1,50.7,349,115.0,1,2100,4,42.3
7134,519,2026-02-25,1,60.0,414,,2,250,20,119.5
7135,466,2026-02-25,1,57.5,396,136.0,1,200,17,36.3
7136,484,2026-02-25,1,77.8,933,136.0,1,1850,4,48.7
7137,260,2026-02-25,1,72.1,865,114.0,1,1200,10,48.1
7138,597,2026-02-25,1,76.2,914,140.0,2,50,5,84.7
7139,498,2026-02-25,1,76.4,916,123.0,4,900,161,150
7140,230,2026-02-25,1,70.4,844,135.0,1,1750,12,106.9
7141,595,2026-02-25,1,68.9,826,142.0,2,1850,10,23.0
7142,294,2026-02-25,1,79.8,957,119.0,2,750,20,
7143,304,2026-02-25,1,75.5,906,138.0,2,950,16,36.0
7144,393,2026-02-25,2,158.9,1563,142.0,1,1250,9,150
7145,571,2026-02-25,1,74.4,892,,1,1550,5,79.8
7146,467,2026-02-25,1,71.2,854,127.0,1,2050,11,104.6
7147,366,2026-02-25,1,70.3,843,145.0,6,100,20,
7148,436,2026-02-24,1,65.8,120,107.0,4,1050,18,
7149,510,2026-02-24,1,67.2,123,126.0,2,250,3,
7150,496,2026-02-24,1,55.9,102,120.0,4,750,13,44.9
7151,247,2026-02-24,2,103.1,413,101.5,8,250,14,92.3
7152,332,2026-02-24,1,63.6,116,,4,1550,283,120.7
7153,355,2026-02-24,1,23.9,191,,11,850,4,10.0
7154,270,2026-02-24,1,23.2,185,111.0,2,1700,193,9.7
7155,402,2026-02-24,1,26.8,214,,2,800,11,88.5
7156,238,2026-02-24,1,34.6,276,119.0,8,50,11,66.2
7157,511,2026-02-24,1,27.8,222,124.0,2,2150,6,150
7158,329,2026-02-24,1,37.2,297,118.0,1,350,18,
7159,271,2026-02-24,1,24.8,198,126.0,13,550,6,80.6
7160,309,2026-02-24,1,26.2,209,134.0,1,800,11,
7161,484,2026-02-24,1,28.0,224,130.0,1,1850,4,48.7
7162,323,2026-02-24,1,34.8,278,114.0,8,1000,16,47.9
7163,368,2026-02-24,1,29.3,234,123.0,6,2200,11,64.8
7164,370,2026-02-26,1,117.7,980,125.0,1,1950,20,39.2
7165,578,2026-02-26,1,116.2,968,122.0,1,450,187,38.7
7166,413,2026-02-26,1,123.1,1025,133.0,2,2150,6,90.6
7167,510,2026-02-26,2,108.3,676,131.0,2,250,3,
7168,444,2026-02-26,1,58.2,465,135.0,5,1000,17,
7169,368,2026-02-26,1,50.1,400,121.0,6,2200,11,64.8
7170,543,2026-02-26,1,42.4,339,107.0,2,550,15,80.5
7171,383,2026-02-26,1,41.2,329,139.0,2,1950,130,69.9
7172,257,2026-02-26,1,44.2,353,126.0,1,200,331,33.0
7173,511,2026-02-26,2,99.0,618,121.0,2,2150,6,150
7174,343,2026-02-26,1,44.8,358,129.0,1,1200,132,37.3
7175,429,2026-02-26,1,59.3,474,120.0,4,200,7,150
7176,258,2026-02-26,2,95.7,596,112.0,1,2450,17,66.3
7177,241,2026-02-26,1,46.2,369,119.0,1,1750,2,59.4
7178,347,2026-02-26,1,47.2,377,141.0,2,1100,14,57.6
7179,497,2026-02-26,1,49.7,397,103.0,1,50,366,
7180,231,2026-02-26,1,41.4,331,139.0,2,1750,5,19.7
7181,226,2026-02-26,1,47.6,380,,1,1000,12,31.7
7182,495,2026-02-25,1,75.5,566,141.0,4,500,12,109.4
7183,337,2026-02-25,1,79.0,592,124.0,5,950,16,150
7184,271,2026-02-25,1,72.5,543,117.0,13,550,6,80.6
7185,297,2026-02-28,1,42.8,470,138.0,1,400,24,35.7
7186,535,2026-02-28,1,37.5,412,115.0,4,250,363,84.4
7187,435,2026-02-28,1,44.0,484,124.0,1,850,9,111.2
7188,532,2026-02-28,1,37.0,407,115.0,2,1550,10,132.5
7189,592,2026-02-28,1,47.6,523,124.0,1,50,5,
7190,385,2026-02-28,1,48.6,534,145.0,2,550,346,54.0
7191,271,2026-02-28,1,47.8,525,139.0,13,550,6,80.6
7192,337,2026-02-28,1,40.0,440,132.0,5,950,16,150
7193,519,2026-02-28,1,47.4,521,121.0,2,250,20,119.5
7194,402,2026-02-28,1,50.8,558,144.0,2,800,11,88.5
7195,566,2026-02-26,2,113.0,571,118.0,1,200,11,67.7
7196,238,2026-02-26,1,58.8,297,,8,50,11,66.2
7197,403,2026-02-26,1,55.9,283,123.0,2,1750,3,31.1
7198,449,2026-02-26,1,84.0,728,120.0,8,250,17,70.9
7199,303,2026-02-26,1,69.8,604,112.0,5,200,125,109.0
7200,503,2026-02-26,1,80.3,695,107.0,5,1750,7,113.8
7201,553,2026-02-26,1,78.9,683,115.0,1,1950,12,99.3
7202,320,2026-02-26,1,75.9,657,137.0,3,550,340,36.1
7203,236,2026-02-27,1,37.6,236,108.0,3,1050,2,150
7204,225,2026-02-27,1,47.3,297,139.0,1,250,367,22.5
7205,379,2026-02-27,1,53.0,333,114.0,1,2250,8,56.7
7206,473,2026-02-27,1,41.5,261,113.0,5,1350,4,23.1
7207,314,2026-02-27,1,44.9,282,118.0,2,200,97,113.5
7208,445,2026-02-27,1,56.5,355,120.0,6,1200,11,18.8
7209,496,2026-02-27,1,51.8,326,130.0,4,750,13,44.9
7210,413,2026-02-27,1,40.0,252,115.0,2,2150,6,90.6
7211,586,2026-02-27,1,48.4,304,,2,1200,15,26.9
7212,400,2026-02-27,1,45.0,283,112.0,1,300,6,114.2
7213,487,2026-02-27,1,41.4,260,114.0,2,750,18,23.0
7214,352,2026-02-27,1,57.1,359,132.0,3,800,176,109.1
7215,369,2026-02-27,1,43.0,270,115.0,1,950,29,89.1
7216,526,2026-02-27,1,29.8,187,135.0,2,1500,16,29.7
7217,449,2026-02-27,1,43.6,274,107.0,8,250,17,70.9
7218,331,2026-02-27,1,48.7,306,131.0,8,1450,14,112.7
7219,258,2026-02-27,1,43.5,274,116.0,1,2450,17,66.3
7220,493,2026-02-27,1,46.7,294,110.0,1,800,14,65.2
7221,395,2026-02-27,1,43.8,275,130.0,2,300,290,18.2
7222,549,2026-02-27,1,43.7,275,123.0,1,50,16,24.3
7223,557,2026-02-27,1,51.5,324,135.0,1,400,306,35.0
7224,502,2026-02-27,1,37.0,233,118.0,2,900,277,
7225,542,2026-02-26,1,51.1,258,103.0,1,900,8,56.8
7226,333,2026-02-26,1,47.8,242,131.0,2,1000,16,87.8
7227,293,2026-02-26,1,60.0,304,115.0,7,1000,18,20.0
7228,367,2026-02-26,1,53.6,271,118.0,1,1700,17,77.7
7229,580,2026-02-26,1,56.8,287,,1,200,3,49.5
7230,491,2026-02-24,1,60.5,121,112.0,4,200,1,50.4
7231,380,2026-02-24,1,64.0,128,111.0,2,1750,19,42.7
7232,505,2026-02-24,1,60.3,120,106.0,3,1300,319,89.0
7233,461,2026-02-24,1,53.2,106,121.0,3,2150,20,22.2
7234,314,2026-02-24,1,56.2,112,111.0,2,200,107,113.5
7235,404,2026-02-24,1,59.4,118,,5,200,3,127.2
7236,498,2026-02-24,1,67.6,135,104.0,4,900,204,150
7237,329,2026-03-01,1,82.8,621,112.0,1,350,18,
7238,582,2026-03-01,1,91.2,684,109.0,4,1350,179,50.7
7239,435,2026-03-01,1,89.4,670,123.0,1,850,9,111.2
7240,249,2026-03-01,1,91.4,685,130.0,2,1000,12,50.0
7241,537,2026-03-01,1,90.1,675,135.0,1,1050,308,42.9
7242,395,2026-03-07,1,66.9,942,,3,300,334,63.3
