lidmaatschap_id,team_id,medewerker_id,toegetreden_op,rol
861,44,371,2026-04-05,lid
862,45,473,2026-03-18,aanvoerder
863,45,379,2026-04-09,lid
864,45,579,2026-04-16,lid
865,45,524,2026-04-09,lid
866,45,364,2026-03-22,lid
867,45,428,2026-04-05,lid
868,45,422,2026-04-30,lid
869,45,367,2026-04-12,lid
870,45,311,2026-04-26,lid
871,45,375,2026-04-10,lid
872,45,525,2026-04-04,lid
873,45,481,2026-04-11,lid
874,45,564,2026-03-18,lid
875,45,348,2026-04-18,lid
876,45,243,2026-04-12,lid
877,45,239,2026-04-28,lid
878,45,572,2026-05-04,lid
879,45,578,2026-04-21,lid
880,45,236,2026-03-27,lid
881,46,433,2025-11-05,aanvoerder
882,46,523,2025-12-02,lid
883,46,383,2026-01-15,lid
884,46,314,2026-04-07,lid
885,46,237,2025-12-21,lid
886,46,333,2026-02-11,lid
887,46,242,2025-11-25,lid
888,46,459,2026-05-01,lid
889,46,311,2026-01-16,lid
890,46,312,2025-12-16,lid
891,46,222,2026-02-04,lid
892,46,395,2025-11-21,lid
893,46,225,2026-04-08,lid
894,46,380,2026-01-17,lid
895,46,434,2026-04-20,lid
896,46,330,2026-03-15,lid
897,46,489,2026-02-18,lid
898,46,416,2026-04-30,lid
899,46,297,2026-03-11,lid
900,46,599,2026-01-30,lid
901,47,430,2026-01-29,aanvoerder
902,47,375,2026-03-13,lid
903,47,438,2026-02-04,lid
904,47,595,2026-02-02,lid
905,47,471,2026-02-27,lid
906,47,597,2026-04-18,lid
907,47,338,2026-04-11,lid
908,47,533,2026-02-06,lid
909,47,365,2026-03-16,lid
910,47,285,2026-03-18,lid
911,47,323,2026-04-08,lid
912,47,377,2026-02-23,lid
913,47,260,2026-03-09,lid
914,47,460,2026-02-24,lid
915,47,439,2026-03-05,lid
916,47,367,2026-03-27,lid
917,47,468,2026-02-10,lid
918,47,401,2026-04-23,lid
919,47,241,2026-02-13,lid
920,47,240,2026-02-24,lid
921,47,586,2026-03-10,lid
922,47,559,2026-04-22,lid
923,47,570,2026-02-11,lid
924,47,374,2026-02-22,lid
925,47,304,2026-04-14,lid
926,47,532,2026-03-15,lid
927,47,318,2026-04-29,lid
928,47,313,2026-04-16,lid
929,47,499,2026-02-16,lid
930,47,556,2026-04-02,lid
931,48,397,2025-12-23,aanvoerder
932,48,282,2026-03-05,lid
933,48,389,2026-01-02,lid
934,48,279,2026-01-06,lid
935,48,506,2026-03-01,lid
936,48,439,2026-03-07,lid
937,48,530,2026-02-27,lid
938,48,365,2026-01-18,lid
939,48,575,2026-01-21,lid
940,48,551,2026-04-20,lid
941,49,579,2026-03-13,aanvoerder
942,49,452,2026-05-03,lid
943,49,319,2026-04-16,lid
944,49,428,2026-04-23,lid
945,49,439,2026-03-28,lid
946,49,334,2026-04-20,lid
947,49,459,2026-03-16,lid
948,49,361,2026-03-18,lid
949,49,335,2026-04-14,lid
950,49,296,2026-03-26,lid
951,49,275,2026-04-26,lid
952,49,539,2026-05-02,lid
953,49,357,2026-04-15,lid
954,49,336,2026-03-31,lid
955,49,582,2026-04-29,lid
956,49,469,2026-03-30,lid
957,49,233,2026-03-16,lid
958,50,461,2025-11-25,aanvoerder
959,50,519,2026-03-17,lid
960,50,375,2026-01-26,lid
961,50,419,2026-03-27,lid
962,50,248,2026-03-15,lid
963,50,275,2026-02-16,lid
964,50,355,2026-02-28,lid
965,50,493,2026-02-27,lid
966,50,396,2025-12-04,lid
967,50,466,2026-02-06,lid
968,50,432,2026-02-11,lid
969,50,525,2026-03-05,lid
970,50,458,2026-01-11,lid
971,50,445,2026-01-08,lid
972,50,585,2025-11-28,lid
973,50,264,2026-01-13,lid
974,50,401,2026-03-07,lid
975,51,257,2026-04-18,aanvoerder
976,51,443,2026-04-24,lid
977,51,439,2026-04-28,lid
978,51,503,2026-05-01,lid
979,51,463,2026-04-23,lid
980,51,318,2026-04-24,lid
981,51,413,2026-04-23,lid
982,51,456,2026-04-30,lid
983,51,355,2026-04-21,lid
984,51,493,2026-04-19,lid
985,51,339,2026-04-18,lid
986,51,455,2026-04-23,lid
987,51,391,2026-05-03,lid
988,51,274,2026-04-19,lid
989,51,384,2026-04-24,lid
990,51,467,2026-04-21,lid
991,51,408,2026-04-27,lid
992,51,542,2026-04-27,lid
993,51,390,2026-04-23,lid
994,51,425,2026-04-29,lid
995,51,587,2026-04-21,lid
996,51,474,2026-04-19,lid
997,51,273,2026-04-21,lid
998,51,449,2026-04-20,lid
999,51,558,2026-04-19,lid
1000,51,368,2026-04-18,lid
1001,51,543,2026-04-18,lid
1002,51,563,2026-04-29,lid
1003,51,328,2026-04-24,lid
1004,52,383,2025-11-21,aanvoerder
1005,52,538,2025-12-16,lid
1006,52,240,2025-11-29,lid
1007,52,434,2025-12-12,lid
1008,52,402,2026-04-21,lid
1009,52,241,2026-01-04,lid
1010,52,335,2026-01-08,lid
1011,52,507,2026-03-20,lid
1012,52,225,2025-12-03,lid
1013,53,279,2026-01-09,aanvoerder
1014,53,595,2026-03-16,lid
1015,53,430,2026-04-03,lid
1016,53,318,2026-03-15,lid
1017,53,460,2026-03-28,lid
1018,53,597,2026-04-19,lid
1019,53,375,2026-04-11,lid
1020,53,240,2026-02-16,lid
1021,53,533,2026-03-27,lid
1022,53,439,2026-01-27,lid
1023,53,365,2026-01-18,lid
1024,53,285,2026-04-05,lid
1025,53,274,2026-02-17,lid
1026,53,559,2026-03-13,lid
1027,53,377,2026-02-25,lid
1028,53,570,2026-03-18,lid
1029,53,511,2026-02-19,lid
1030,53,346,2026-03-06,lid
1031,53,315,2026-01-16,lid
1032,53,367,2026-04-22,lid
1033,53,280,2026-05-01,lid
1034,53,467,2026-04-12,lid
1035,53,499,2026-02-10,lid
1036,53,239,2026-01-12,lid
1037,53,374,2026-03-23,lid
1038,53,237,2026-04-17,lid
1039,53,338,2026-03-26,lid
1040,54,241,2026-01-01,aanvoerder
1041,54,243,2026-04-07,lid
1042,54,597,2026-02-09,lid
1043,54,222,2026-04-07,lid
1044,54,396,2026-04-24,lid
1045,54,345,2026-04-30,lid
1046,54,459,2026-03-03,lid
1047,54,503,2026-04-23,lid
1048,54,519,2026-03-22,lid
1049,54,397,2026-03-31,lid
1050,54,535,2026-03-28,lid
1051,54,525,2026-04-23,lid
1052,54,390,2026-03-27,lid
1053,54,337,2026-01-06,lid
1054,54,285,2026-04-01,lid
1055,55,315,2026-03-19,aanvoerder
1056,55,318,2026-04-22,lid
1057,55,242,2026-04-03,lid
1058,55,222,2026-04-29,lid
1059,55,333,2026-04-02,lid
1060,55,237,2026-05-04,lid
1061,55,564,2026-03-24,lid
1062,55,516,2026-03-19,lid
1063,55,311,2026-05-03,lid
1064,56,313,2026-04-11,aanvoerder
1065,56,318,2026-04-28,lid
1066,56,496,2026-04-14,lid
1067,56,242,2026-04-16,lid
1068,56,240,2026-04-26,lid
1069,56,238,2026-05-02,lid
1070,56,439,2026-04-26,lid
1071,56,508,2026-04-28,lid
1072,56,522,2026-04-19,lid
1073,56,295,2026-04-12,lid
1074,56,355,2026-04-14,lid
1075,56,392,2026-04-23,lid
1076,56,551,2026-05-04,lid
1077,56,246,2026-04-28,lid
1078,56,505,2026-04-27,lid
1079,56,479,2026-05-03,lid
1080,56,588,2026-04-30,lid
1081,56,516,2026-04-26,lid
1082,56,456,2026-04-15,lid
1083,56,230,2026-05-02,lid
1084,56,272,2026-04-25,lid
1085,56,583,2026-04-20,lid
1086,56,333,2026-04-28,lid
1087,56,430,2026-04-22,lid
1088,57,242,2025-12-12,aanvoerder
1089,57,295,2026-01-23,lid
1090,57,439,2026-05-04,lid
1091,57,318,2026-04-26,lid
1092,57,588,2025-12-22,lid
1093,57,456,2026-01-17,lid
1094,57,355,2026-05-02,lid
1095,57,238,2026-04-22,lid
1096,57,551,2026-01-14,lid
1097,57,516,2025-12-21,lid
1098,57,240,2025-12-22,lid
1099,57,505,2026-03-13,lid
1100,57,479,2026-03-06,lid
1101,58,348,2026-01-12,aanvoerder
1102,58,240,2026-03-08,lid
1103,58,238,2026-03-06,lid
1104,58,295,2026-04-12,lid
1105,58,318,2026-02-28,lid
1106,58,516,2026-04-26,lid
1107,58,551,2026-03-11,lid
1108,58,242,2026-04-21,lid
1109,58,355,2026-05-02,lid
1110,58,439,2026-01-30,lid
1111,58,479,2026-03-07,lid
1112,58,505,2026-04-23,lid
1113,58,456,2026-04-09,lid
1114,58,230,2026-02-04,lid
1115,58,588,2026-05-01,lid
1116,58,441,2026-05-01,lid
1117,58,575,2026-02-26,lid
1118,58,527,2026-04-19,lid
1119,58,496,2026-03-05,lid
1120,58,583,2026-02-02,lid
1121,58,392,2026-03-03,lid
1122,58,361,2026-04-22,lid
1123,58,335,2026-02-26,lid
1124,58,345,2026-03-21,lid
1125,58,487,2026-02-23,lid
1126,58,288,2026-03-26,lid
1127,58,365,2026-04-30,lid
1128,59,430,2026-04-07,aanvoerder
1129,59,493,2026-04-20,lid
1130,59,413,2026-04-24,lid
1131,59,287,2026-04-22,lid
1132,59,480,2026-04-28,lid
1133,59,429,2026-04-11,lid
1134,59,577,2026-04-25,lid
1135,59,528,2026-04-13,lid
1136,59,300,2026-04-20,lid
1137,59,295,2026-04-14,lid
1138,59,227,2026-05-01,lid
1139,59,337,2026-04-10,lid
1140,59,378,2026-04-30,lid
1141,59,274,2026-05-04,lid
1142,59,370,2026-04-22,lid
1143,59,456,2026-04-23,lid
1144,59,225,2026-04-20,lid
1145,59,284,2026-04-24,lid
1146,59,426,2026-04-08,lid
1147,59,550,2026-04-24,lid
1148,59,558,2026-04-28,lid
1149,59,474,2026-04-23,lid
1150,59,425,2026-04-29,lid
1151,59,501,2026-04-23,lid
1152,59,543,2026-04-24,lid
1153,59,336,2026-04-11,lid
1154,59,573,2026-04-27,lid
1155,59,224,2026-04-13,lid
1156,59,325,2026-05-03,lid
1157,59,330,2026-04-26,lid
1158,60,240,2025-12-29,aanvoerder
1159,60,396,2026-03-12,lid
1160,60,355,2026-01-13,lid
1161,60,519,2026-01-26,lid
1162,60,458,2026-04-05,lid
1163,60,525,2026-02-16,lid
1164,60,230,2026-01-04,lid
1165,60,493,2026-03-11,lid
1166,60,275,2026-02-07,lid
1167,60,375,2026-03-19,lid
1168,60,466,2026-01-24,lid
1169,60,401,2026-03-17,lid
1170,60,562,2026-01-24,lid
1171,60,313,2026-02-01,lid
1172,60,432,2026-03-16,lid
1173,60,479,2026-01-21,lid
1174,60,319,2026-01-25,lid
1175,60,264,2025-12-29,lid
1176,60,435,2026-05-02,lid
1177,60,461,2026-02-17,lid
1178,60,248,2026-02-27,lid
1179,60,399,2026-03-15,lid
1180,60,238,2026-02-04,lid
1181,60,544,2026-02-20,lid
1182,60,530,2026-05-01,lid
1183,60,595,2026-02-24,lid
1184,60,335,2026-01-25,lid
1185,60,541,2026-01-23,lid
1186,60,298,2026-01-06,lid
1187,60,551,2026-02-16,lid
1188,61,853,2025-11-07,aanvoerder
1189,61,839,2026-02-16,lid
1190,61,608,2026-03-30,lid
1191,61,676,2026-03-30,lid
1192,61,723,2026-01-10,lid
1193,61,832,2026-03-18,lid
1194,61,768,2025-12-01,lid
1195,61,751,2026-04-05,lid
1196,61,909,2025-11-12,lid
1197,61,653,2025-12-26,lid
1198,61,715,2025-12-31,lid
1199,61,812,2025-11-23,lid
1200,61,778,2026-03-05,lid
1201,61,790,2026-05-04,lid
1202,61,629,2025-12-04,lid
1203,61,602,2026-03-19,lid
1204,61,784,2025-11-17,lid
1205,61,699,2025-12-25,lid
1206,61,661,2026-05-01,lid
1207,62,884,2025-12-26,aanvoerder
1208,62,872,2026-01-02,lid
1209,62,856,2026-04-18,lid
1210,62,677,2026-02-04,lid
1211,62,826,2026-03-28,lid
1212,62,643,2026-01-17,lid
1213,62,696,2025-12-28,lid
1214,62,674,2026-03-03,lid
1215,62,901,2026-02-18,lid
1216,62,681,2026-02-28,lid
1217,62,697,2026-04-15,lid
1218,62,725,2026-03-02,lid
1219,62,785,2026-03-27,lid
1220,62,885,2026-04-10,lid
1221,63,856,2025-11-13,aanvoerder
1222,63,628,2025-11-25,lid
1223,63,708,2026-02-16,lid
1224,63,620,2025-11-13,lid
1225,63,878,2026-03-30,lid
1226,63,781,2026-01-28,lid
1227,63,701,2026-01-18,lid
1228,63,684,2025-11-25,lid
1229,63,769,2026-02-18,lid
1230,63,870,2026-03-26,lid
1231,63,658,2026-01-30,lid
1232,63,877,2026-01-30,lid
1233,63,668,2026-01-05,lid
1234,63,639,2026-02-10,lid
1235,63,615,2025-12-05,lid
1236,63,635,2025-11-22,lid
1237,63,624,2026-04-04,lid
1238,63,631,2026-02-27,lid
1239,63,917,2026-04-03,lid
1240,63,830,2026-01-14,lid
1241,64,859,2026-01-24,aanvoerder
1242,64,704,2026-05-04,lid
1243,64,820,2026-05-03,lid
1244,64,779,2026-04-20,lid
1245,64,691,2026-02-08,lid
1246,64,896,2026-03-21,lid
1247,64,746,2026-02-19,lid
1248,64,623,2026-01-28,lid
1249,64,667,2026-04-09,lid
1250,64,801,2026-01-24,lid
1251,64,893,2026-02-02,lid
1252,64,664,2026-04-24,lid
1253,64,827,2026-04-13,lid
1254,64,605,2026-04-29,lid
1255,64,603,2026-02-02,lid
1256,65,699,2025-12-17,aanvoerder
1257,65,758,2025-12-17,lid
1258,65,902,2026-01-20,lid
1259,65,733,2026-03-30,lid
1260,65,632,2026-03-19,lid
1261,65,670,2026-01-06,lid
1262,65,766,2026-04-19,lid
1263,65,753,2026-04-03,lid
1264,65,700,2026-01-06,lid
1265,65,780,2026-01-18,lid
1266,65,610,2026-01-10,lid
1267,65,820,2026-03-03,lid
1268,65,800,2026-02-09,lid
1269,65,690,2026-01-01,lid
1270,65,825,2025-12-18,lid
1271,65,705,2026-01-26,lid
1272,65,611,2026-04-24,lid
1273,65,887,2026-02-09,lid
1274,65,790,2025-12-28,lid
1275,65,726,2026-03-25,lid
1276,65,622,2026-03-25,lid
1277,66,795,2026-01-23,aanvoerder
1278,66,882,2026-05-04,lid
1279,66,637,2026-03-14,lid
1280,66,841,2026-03-04,lid
1281,66,731,2026-04-15,lid
1282,66,648,2026-03-12,lid
1283,66,685,2026-02-14,lid
1284,66,783,2026-02-16,lid
1285,66,646,2026-02-07,lid
1286,66,702,2026-04-07,lid
1287,66,907,2026-02-17,lid
1288,66,861,2026-04-07,lid
1289,66,604,2026-04-11,lid
1290,66,824,2026-02-11,lid
1291,66,816,2026-04-28,lid
1292,66,803,2026-01-23,lid
1293,66,802,2026-01-31,lid
1294,66,840,2026-03-06,lid
1295,66,707,2026-04-26,lid
1296,67,832,2025-11-14,aanvoerder
1297,67,905,2026-01-03,lid
1298,67,740,2025-12-29,lid
1299,67,641,2026-04-25,lid
1300,67,863,2026-02-01,lid
1301,67,872,2026-04-09,lid
1302,67,826,2025-12-22,lid
1303,67,699,2026-01-05,lid
1304,67,739,2026-03-02,lid
1305,67,856,2026-03-08,lid
1306,67,680,2026-04-09,lid
1307,67,910,2025-11-16,lid
1308,67,782,2026-03-30,lid
1309,67,625,2025-12-25,lid
1310,67,636,2025-12-09,lid
1311,67,868,2025-12-02,lid
1312,67,776,2025-12-30,lid
1313,67,617,2026-03-06,lid
1314,67,911,2025-12-22,lid
1315,67,809,2026-04-14,lid
1316,67,916,2026-01-05,lid
1317,67,689,2026-04-09,lid
1318,67,760,2026-01-17,lid
1319,67,677,2025-12-14,lid
1320,67,771,2026-01-29,lid
1321,67,643,2026-02-19,lid
1322,67,852,2025-12-21,lid
1323,67,675,2026-03-08,lid
1324,67,722,2026-02-26,lid
1325,67,744,2025-11-25,lid
1326,67,665,2025-12-26,lid
1327,67,888,2026-04-04,lid
1328,67,716,2025-11-14,lid
1329,68,661,2025-12-04,aanvoerder
1330,68,717,2026-04-07,lid
1331,68,833,2025-12-20,lid
1332,68,876,2026-02-09,lid
1333,68,655,2026-03-04,lid
1334,68,851,2026-01-06,lid
1335,68,892,2026-03-27,lid
1336,68,692,2026-01-31,lid
1337,68,743,2026-01-06,lid
1338,68,908,2026-03-20,lid
1339,68,659,2025-12-30,lid
1340,68,606,2026-02-12,lid
1341,68,790,2025-12-24,lid
1342,68,872,2025-12-24,lid
1343,68,685,2026-01-09,lid
1344,68,839,2026-02-04,lid
1345,68,646,2026-03-24,lid
1346,68,897,2026-01-24,lid
1347,68,877,2026-02-06,lid
1348,68,741,2026-04-14,lid
1349,68,826,2026-01-26,lid
1350,68,808,2026-02-15,lid
1351,68,906,2026-02-25,lid
1352,68,729,2026-01-11,lid
1353,68,804,2026-04-06,lid
1354,68,812,2025-12-17,lid
1355,68,818,2026-03-21,lid
1356,68,919,2026-01-12,lid
1357,68,701,2026-02-09,lid
1358,69,863,2025-11-22,aanvoerder
1359,69,758,2025-12-09,lid
1360,69,820,2026-02-04,lid
1361,69,847,2026-03-28,lid
1362,69,902,2026-02-07,lid
1363,69,621,2026-02-11,lid
1364,69,601,2026-03-19,lid
1365,69,913,2026-01-24,lid
1366,69,700,2026-03-25,lid
1367,69,671,2026-01-26,lid
1368,69,912,2026-02-02,lid
1369,69,870,2026-01-01,lid
1370,69,753,2026-03-17,lid
1371,69,733,2026-02-20,lid
1372,69,826,2025-12-10,lid
1373,69,736,2026-01-13,lid
1374,69,632,2025-12-19,lid
1375,69,670,2025-11-30,lid
1376,69,766,2025-12-16,lid
1377,69,623,2025-11-25,lid
1378,70,841,2026-04-07,aanvoerder
1379,70,914,2026-04-29,lid
1380,70,813,2026-04-25,lid
1381,70,918,2026-04-28,lid
1382,70,708,2026-04-15,lid
1383,70,621,2026-04-15,lid
1384,70,782,2026-04-08,lid
1385,70,910,2026-04-29,lid
1386,70,763,2026-04-13,lid
1387,70,834,2026-04-13,lid
1388,70,771,2026-04-14,lid
1389,70,738,2026-04-20,lid
1390,70,675,2026-04-21,lid
1391,70,832,2026-04-08,lid
1392,70,919,2026-04-12,lid
1393,70,699,2026-04-19,lid
1394,70,855,2026-04-10,lid
1395,70,650,2026-04-29,lid
1396,70,623,2026-04-13,lid
1397,70,769,2026-05-04,lid
1398,70,791,2026-04-22,lid
1399,70,768,2026-04-19,lid
1400,70,718,2026-04-09,lid
1401,70,618,2026-04-08,lid
1402,70,736,2026-05-04,lid
1403,70,632,2026-04-14,lid
1404,70,637,2026-04-17,lid
1405,70,773,2026-04-12,lid
1406,70,876,2026-04-13,lid
1407,70,861,2026-04-27,lid
1408,71,888,2026-01-26,aanvoerder
1409,71,831,2026-01-29,lid
1410,71,900,2026-04-03,lid
1411,71,673,2026-04-16,lid
1412,71,678,2026-04-10,lid
1413,71,787,2026-04-26,lid
1414,71,759,2026-02-27,lid
1415,71,821,2026-05-01,lid
1416,71,708,2026-02-03,lid
1417,71,680,2026-03-08,lid
1418,71,881,2026-03-30,lid
1419,71,783,2026-02-18,lid
1420,71,668,2026-02-13,lid
1421,71,717,2026-02-07,lid
1422,71,902,2026-04-15,lid
1423,71,852,2026-03-20,lid
1424,71,736,2026-04-14,lid
1425,71,608,2026-02-19,lid
1426,71,824,2026-04-07,lid
1427,71,691,2026-02-07,lid
1428,72,621,2026-04-08,aanvoerder
1429,72,895,2026-04-22,lid
1430,72,640,2026-04-17,lid
1431,72,814,2026-04-24,lid
1432,72,793,2026-05-04,lid
1433,72,801,2026-04-14,lid
1434,72,656,2026-04-24,lid
1435,72,730,2026-05-04,lid
1436,72,896,2026-04-14,lid
1437,72,758,2026-04-21,lid
1438,72,612,2026-04-10,lid
1439,72,643,2026-04-12,lid
1440,72,617,2026-04-30,lid
1441,72,780,2026-04-24,lid
1442,72,829,2026-04-11,lid
1443,72,890,2026-04-15,lid
1444,72,754,2026-04-12,lid
1445,72,718,2026-04-22,lid
1446,72,867,2026-04-28,lid
1447,72,817,2026-04-17,lid
1448,73,753,2025-12-05,aanvoerder
1449,73,858,2026-03-23,lid
1450,73,723,2026-01-27,lid
1451,73,628,2026-02-24,lid
1452,73,790,2026-05-01,lid
1453,73,792,2026-03-20,lid
1454,73,852,2026-04-06,lid
1455,73,888,2026-05-03,lid
1456,73,796,2026-03-10,lid
1457,73,744,2026-03-18,lid
1458,73,855,2025-12-24,lid
1459,74,917,2026-03-26,aanvoerder
1460,74,820,2026-04-29,lid
1461,74,801,2026-05-01,lid
1462,74,746,2026-04-02,lid
1463,74,704,2026-04-02,lid
1464,74,691,2026-03-28,lid
1465,74,653,2026-04-16,lid
1466,74,772,2026-05-01,lid
1467,74,667,2026-04-10,lid
1468,74,623,2026-03-29,lid
1469,74,893,2026-04-25,lid
1470,74,664,2026-04-27,lid
1471,74,896,2026-04-09,lid
1472,75,744,2025-12-09,aanvoerder
1473,75,723,2026-03-27,lid
1474,75,628,2026-04-25,lid
1475,75,845,2025-12-16,lid
1476,75,852,2026-03-30,lid
1477,75,790,2026-02-26,lid
1478,75,614,2026-04-21,lid
1479,75,825,2026-03-22,lid
1480,75,855,2025-12-11,lid
1481,75,716,2026-02-08,lid
1482,75,888,2026-02-02,lid
1483,75,684,2026-01-16,lid
1484,75,813,2026-01-16,lid
1485,75,858,2026-01-27,lid
1486,75,915,2026-02-24,lid
1487,75,829,2026-05-04,lid
1488,75,683,2026-04-03,lid
1489,75,681,2026-01-20,lid
1490,76,722,2025-11-28,aanvoerder
1491,76,853,2026-04-30,lid
1492,76,607,2026-03-28,lid
1493,76,707,2025-12-29,lid
1494,76,704,2026-01-13,lid
1495,76,713,2026-03-30,lid
1496,76,701,2026-03-20,lid
1497,76,677,2026-03-09,lid
1498,76,804,2026-03-27,lid
1499,76,639,2026-01-13,lid
1500,76,648,2026-03-30,lid
1501,76,662,2025-12-14,lid
1502,76,744,2025-12-06,lid
1503,76,668,2026-03-16,lid
1504,76,736,2026-03-23,lid
1505,76,915,2026-04-08,lid
1506,76,697,2026-04-05,lid
1507,76,882,2026-02-23,lid
1508,76,815,2026-01-17,lid
1509,76,737,2026-03-21,lid
1510,76,644,2026-03-13,lid
1511,76,741,2026-04-16,lid
1512,76,710,2026-01-15,lid
1513,77,813,2026-03-10,aanvoerder
1514,77,746,2026-03-10,lid
1515,77,664,2026-03-23,lid
1516,77,896,2026-04-11,lid
1517,77,704,2026-03-20,lid
1518,77,893,2026-03-15,lid
1519,77,820,2026-04-02,lid
1520,77,653,2026-05-03,lid
1521,77,605,2026-04-12,lid
1522,77,623,2026-04-26,lid
1523,77,801,2026-04-06,lid
1524,77,866,2026-03-20,lid
1525,77,779,2026-04-21,lid
1526,77,691,2026-03-31,lid
1527,77,612,2026-03-16,lid
1528,77,667,2026-03-13,lid
1529,77,908,2026-04-29,lid
1530,77,889,2026-03-17,lid
1531,77,827,2026-03-24,lid
1532,78,824,2026-01-22,aanvoerder
1533,78,751,2026-02-01,lid
1534,78,731,2026-01-25,lid
1535,78,757,2026-02-04,lid
1536,78,699,2026-03-05,lid
1537,78,798,2026-04-24,lid
1538,78,630,2026-03-07,lid
1539,78,646,2026-02-05,lid
1540,78,667,2026-03-12,lid
1541,78,711,2026-02-21,lid
1542,78,625,2026-03-02,lid
1543,78,831,2026-01-31,lid
1544,78,733,2026-04-12,lid
1545,78,611,2026-03-05,lid
1546,78,789,2026-03-07,lid
1547,78,684,2026-03-05,lid
1548,78,851,2026-02-06,lid
1549,78,687,2026-02-07,lid
1550,78,835,2026-02-16,lid
1551,78,817,2026-04-30,lid
1552,79,757,2026-01-13,aanvoerder
1553,79,770,2026-03-11,lid
1554,79,689,2026-04-25,lid
1555,79,621,2026-02-18,lid
1556,79,645,2026-01-31,lid
1557,79,910,2026-02-07,lid
1558,79,746,2026-03-04,lid
1559,79,871,2026-03-10,lid
1560,79,676,2026-02-28,lid
1561,79,623,2026-04-25,lid
1562,79,708,2026-04-22,lid
1563,79,739,2026-04-11,lid
1564,80,726,2026-01-19,aanvoerder
1565,80,771,2026-03-24,lid
1566,80,621,2026-02-23,lid
1567,80,708,2026-02-21,lid
1568,80,782,2026-04-27,lid
1569,80,914,2026-03-18,lid
1570,80,832,2026-04-13,lid
1571,80,699,2026-02-19,lid
1572,80,769,2026-01-28,lid
1573,80,602,2026-02-20,lid
1574,80,876,2026-03-13,lid
1575,80,736,2026-03-31,lid
1576,80,675,2026-02-09,lid
1577,80,861,2026-04-27,lid
1578,80,632,2026-03-04,lid
1579,80,623,2026-03-23,lid
1580,80,910,2026-04-28,lid
1581,80,637,2026-04-16,lid
1582,80,919,2026-01-25,lid
1583,80,664,2026-03-14,lid
1584,80,813,2026-03-01,lid
1585,80,768,2026-03-13,lid
1586,80,780,2026-02-19,lid
1587,80,918,2026-02-10,lid
1588,80,874,2026-01-22,lid
1589,80,674,2026-01-22,lid
1590,80,842,2026-02-15,lid
1591,80,847,2026-03-18,lid
1592,81,758,2025-11-13,aanvoerder
1593,81,726,2026-05-01,lid
1594,81,689,2026-02-25,lid
1595,81,751,2026-03-17,lid
1596,81,782,2026-02-25,lid
1597,81,670,2026-04-02,lid
1598,81,781,2026-01-26,lid
1599,81,680,2025-11-19,lid
1600,81,914,2026-04-07,lid
1601,81,617,2026-01-08,lid
1602,81,808,2026-03-31,lid
1603,81,637,2025-11-16,lid
1604,81,658,2025-12-01,lid
1605,81,870,2025-12-29,lid
1606,81,901,2026-03-03,lid
1607,81,639,2026-02-25,lid
1608,81,753,2025-11-16,lid
1609,81,884,2025-12-11,lid
1610,82,617,2026-01-05,aanvoerder
1611,82,677,2026-01-30,lid
1612,82,853,2026-05-03,lid
1613,82,907,2026-03-15,lid
1614,82,741,2026-03-22,lid
1615,82,744,2026-01-20,lid
1616,82,804,2026-02-09,lid
1617,82,704,2026-02-25,lid
1618,82,668,2026-01-25,lid
1619,82,707,2026-01-17,lid
1620,82,701,2026-03-29,lid
1621,82,736,2026-03-11,lid
1622,82,882,2026-03-25,lid
1623,82,648,2026-02-10,lid
1624,82,905,2026-04-29,lid
1625,82,639,2026-04-30,lid
1626,82,915,2026-01-17,lid
1627,82,656,2026-03-07,lid
1628,82,761,2026-03-18,lid
1629,82,697,2026-02-18,lid
1630,82,784,2026-03-09,lid
1631,82,731,2026-02-21,lid
1632,82,699,2026-03-13,lid
1633,82,708,2026-01-16,lid
1634,82,713,2026-03-27,lid
1635,82,822,2026-01-18,lid
1636,82,763,2026-03-16,lid
1637,82,676,2026-02-24,lid
1638,82,726,2026-02-02,lid
1639,82,608,2026-02-28,lid
1640,82,689,2026-05-04,lid
1641,82,680,2026-03-23,lid
1642,82,899,2026-03-30,lid
1643,83,726,2026-03-20,aanvoerder
1644,83,902,2026-04-30,lid
1645,83,621,2026-04-21,lid
1646,83,808,2026-04-18,lid
1647,83,909,2026-05-03,lid
1648,83,916,2026-03-25,lid
1649,83,733,2026-04-25,lid
1650,83,729,2026-03-27,lid
1651,83,668,2026-04-22,lid
1652,83,832,2026-04-04,lid
1653,83,667,2026-04-21,lid
1654,83,760,2026-04-18,lid
1655,83,815,2026-04-24,lid
1656,83,707,2026-04-04,lid
1657,83,861,2026-04-01,lid
1658,83,841,2026-03-30,lid
1659,83,870,2026-04-16,lid
1660,83,627,2026-04-21,lid
1661,83,905,2026-04-19,lid
1662,83,768,2026-04-15,lid
1663,83,716,2026-04-02,lid
1664,83,790,2026-04-17,lid
1665,84,675,2026-03-27,aanvoerder
1666,84,872,2026-04-25,lid
1667,84,853,2026-04-29,lid
1668,84,758,2026-04-23,lid
1669,84,882,2026-04-18,lid
1670,84,616,2026-04-17,lid
1671,84,808,2026-04-05,lid
1672,84,741,2026-03-27,lid
1673,84,893,2026-04-16,lid
1674,84,643,2026-04-13,lid
1675,84,605,2026-05-01,lid
1676,84,782,2026-04-09,lid
1677,84,916,2026-04-25,lid
1678,84,680,2026-04-15,lid
1679,84,683,2026-04-21,lid
1680,84,831,2026-05-04,lid
