behaalde_prestatie_id,medewerker_id,prestatie_id,behaald_op,punten_toegekend
1913,474,18,2026-04-05,50
1914,474,4,2026-03-15,250
1915,474,10,2026-03-12,200
1916,474,2,2026-04-06,200
1917,474,5,2026-03-24,200
1918,474,6,2026-02-12,200
1919,474,17,2026-03-07,100
1920,474,1,2026-04-11,50
1921,475,18,2026-04-17,50
1922,475,1,2026-04-19,50
1923,477,20,2026-01-10,500
1924,479,2,2025-06-09,200
1925,479,20,2026-01-31,500
1926,479,6,2025-08-25,200
1927,479,3,2026-02-02,500
1928,479,10,2025-12-06,200
1929,480,18,2026-04-28,50
1930,480,5,2024-12-27,200
1931,481,19,2025-04-03,200
1932,481,20,2025-01-08,500
1933,481,1,2025-04-13,50
1934,481,18,2025-10-23,50
1935,481,5,2025-08-02,200
1936,481,6,2025-08-28,200
1937,481,17,2026-04-26,100
1938,481,10,2025-11-14,200
1939,483,2,2026-02-24,200
1940,484,18,2026-04-30,50
1941,484,10,2026-03-18,200
1942,484,6,2025-12-28,200
1943,484,1,2026-03-05,50
1944,484,3,2026-03-15,500
1945,484,2,2026-04-24,200
1946,484,4,2025-12-08,250
1947,484,19,2025-10-06,200
1948,484,5,2025-10-29,200
1949,485,1,2026-04-17,50
1950,487,2,2025-07-17,200
1951,487,10,2025-08-22,200
1952,487,17,2025-11-18,100
1953,487,5,2025-07-07,200
1954,487,1,2025-05-12,50
1955,488,19,2025-08-07,200
1956,488,5,2026-03-01,200
1957,488,4,2025-12-03,250
1958,489,3,2025-12-25,500
1959,489,5,2025-08-26,200
1960,489,10,2026-04-06,200
1961,489,1,2025-08-27,50
1962,489,18,2025-12-03,50
1963,489,2,2026-01-16,200
1964,490,20,2024-06-27,500
1965,490,18,2025-10-29,50
1966,490,3,2023-09-01,500
1967,490,6,2023-12-20,200
1968,490,1,2025-10-22,50
1969,490,4,2025-11-13,250
1970,490,2,2025-04-25,200
1971,490,17,2025-06-02,100
1972,490,10,2026-04-22,200
1973,490,5,2024-03-25,200
1974,491,6,2026-01-03,200
1975,492,1,2026-02-17,50
1976,492,17,2026-05-04,100
1977,492,18,2026-04-16,50
1978,492,4,2026-03-24,250
1979,492,10,2026-04-30,200
1980,493,4,2025-11-19,250
1981,493,20,2024-08-14,500
1982,493,1,2026-03-14,50
1983,494,19,2025-12-28,200
1984,494,6,2024-10-31,200
1985,495,19,2026-03-19,200
1986,495,1,2025-09-05,50
1987,495,10,2024-10-18,200
1988,495,18,2026-03-20,50
1989,496,10,2026-03-14,200
1990,496,6,2026-01-23,200
1991,496,2,2026-01-04,200
1992,496,1,2026-04-16,50
1993,496,17,2026-03-21,100
1994,497,1,2026-04-20,50
1995,498,20,2025-04-02,500
1996,498,1,2023-10-07,50
1997,498,17,2026-04-13,100
1998,498,4,2024-12-10,250
1999,499,3,2025-12-28,500
2000,499,17,2024-06-24,100
2001,499,2,2026-01-25,200
2002,499,5,2026-04-10,200
2003,499,4,2025-01-10,250
2004,499,1,2025-08-18,50
2005,499,18,2024-11-07,50
2006,500,6,2026-04-18,200
2007,500,5,2025-08-14,200
2008,500,10,2025-05-12,200
2009,500,17,2024-05-07,100
2010,500,4,2024-12-17,250
2011,501,17,2025-10-13,100
2012,501,20,2024-06-30,500
2013,501,18,2024-11-03,50
2014,501,1,2024-11-09,50
2015,501,10,2025-01-30,200
2016,502,10,2024-07-31,200
2017,502,20,2025-04-03,500
2018,502,6,2025-03-13,200
2019,503,4,2026-02-22,250
2020,503,6,2025-07-15,200
2021,503,1,2026-05-04,50
2022,503,18,2025-07-28,50
2023,503,3,2025-12-02,500
2024,503,5,2026-03-29,200
2025,503,2,2026-03-06,200
2026,503,10,2025-03-30,200
2027,503,17,2025-04-14,100
2028,505,1,2026-01-17,50
2029,505,17,2025-06-24,100
2030,505,10,2025-06-13,200
2031,505,2,2025-12-17,200
2032,505,3,2025-09-26,500
2033,505,4,2025-03-22,250
2034,506,3,2025-01-07,500
2035,506,20,2025-01-27,500
2036,507,4,2025-03-31,250
2037,507,20,2025-12-12,500
2038,507,17,2026-02-24,100
2039,507,5,2025-10-11,200
2040,507,6,2025-07-13,200
2041,507,1,2026-03-23,50
2042,508,18,2025-08-24,50
2043,508,2,2025-09-22,200
2044,508,5,2026-04-14,200
2045,508,6,2025-09-24,200
2046,509,6,2026-04-22,200
2047,509,5,2026-04-28,200
2048,509,18,2026-05-04,50
2049,509,17,2026-04-27,100
2050,509,1,2026-04-20,50
2051,510,10,2025-04-07,200
2052,510,1,2025-11-11,50
2053,511,4,2025-07-24,250
2054,511,20,2025-10-11,500
2055,511,18,2025-09-10,50
2056,511,5,2025-08-17,200
2057,511,10,2025-11-22,200
2058,511,19,2026-03-28,200
2059,511,6,2025-06-06,200
2060,511,1,2025-10-02,50
2061,511,3,2025-09-15,500
2062,513,5,2026-03-25,200
2063,513,6,2026-01-16,200
2064,515,4,2026-05-02,250
2065,515,17,2026-03-23,100
2066,515,1,2026-04-15,50
2067,516,10,2026-02-16,200
2068,516,6,2026-04-10,200
2069,516,17,2026-03-17,100
2070,516,1,2026-03-13,50
2071,516,18,2026-03-30,50
2072,516,2,2026-04-28,200
2073,518,17,2026-01-07,100
2074,519,4,2026-04-21,250
2075,520,20,2025-01-21,500
2076,520,4,2024-08-24,250
2077,520,17,2024-12-26,100
2078,520,5,2025-01-20,200
2079,520,18,2025-03-17,50
2080,520,2,2025-05-26,200
2081,520,6,2026-02-25,200
2082,522,6,2026-03-01,200
2083,522,18,2026-04-23,50
2084,522,10,2026-04-09,200
2085,522,5,2026-02-09,200
2086,522,4,2026-04-10,250
2087,522,1,2026-04-12,50
2088,523,2,2026-03-15,200
2089,523,1,2026-04-19,50
2090,523,17,2026-03-02,100
2091,523,18,2026-02-22,50
2092,523,4,2026-03-17,250
2093,523,3,2026-04-20,500
2094,523,5,2026-02-19,200
2095,523,6,2026-04-20,200
2096,524,4,2026-04-16,250
2097,524,2,2026-04-18,200
2098,524,6,2026-04-17,200
2099,524,1,2026-05-02,50
2100,524,18,2026-04-22,50
2101,524,5,2026-05-02,200
2102,524,17,2026-04-22,100
2103,525,5,2026-02-24,200
2104,525,6,2026-04-16,200
2105,525,19,2026-03-14,200
2106,525,1,2026-04-04,50
2107,525,17,2025-09-27,100
2108,526,10,2025-09-07,200
2109,526,18,2025-12-04,50
2110,526,4,2025-07-04,250
2111,526,5,2025-08-15,200
2112,526,6,2025-03-30,200
2113,526,17,2025-08-09,100
2114,526,20,2026-03-27,500
2115,527,4,2026-04-22,250
2116,527,6,2026-05-03,200
2117,527,2,2026-04-21,200
2118,527,5,2026-04-17,200
2119,527,17,2026-04-25,100
2120,527,19,2026-05-01,200
2121,527,1,2026-04-12,50
2122,527,18,2026-04-27,50
2123,528,17,2025-09-03,100
2124,528,19,2024-11-30,200
2125,528,3,2025-06-26,500
2126,528,5,2025-11-15,200
2127,528,20,2025-09-02,500
2128,528,4,2026-01-12,250
2129,528,1,2026-04-02,50
2130,528,10,2025-07-17,200
2131,528,18,2025-06-26,50
2132,530,17,2024-12-11,100
2133,530,5,2024-08-12,200
2134,530,2,2024-03-11,200
2135,531,6,2026-02-28,200
2136,531,18,2026-04-26,50
2137,531,10,2026-02-26,200
2138,531,1,2026-01-30,50
2139,531,5,2026-02-06,200
2140,532,6,2024-10-20,200
2141,532,17,2024-04-27,100
2142,532,18,2024-08-01,50
2143,532,1,2025-05-08,50
2144,532,20,2025-08-10,500
2145,532,4,2025-04-30,250
2146,532,5,2024-12-25,200
2147,532,10,2025-06-29,200
2148,533,17,2025-07-07,100
2149,533,20,2026-05-04,500
2150,533,19,2024-12-10,200
2151,533,6,2024-09-04,200
2152,533,10,2024-10-30,200
2153,533,1,2026-04-18,50
2154,535,4,2026-03-17,250
2155,536,6,2023-04-12,200
2156,536,4,2023-03-25,250
2157,536,10,2025-09-22,200
2158,536,20,2024-09-13,500
2159,536,1,2023-02-02,50
2160,536,5,2024-09-25,200
2161,536,17,2024-09-21,100
2162,537,10,2026-03-01,200
2163,537,18,2026-03-24,50
2164,537,1,2026-02-14,50
2165,537,4,2026-02-20,250
2166,537,5,2026-03-04,200
2167,537,17,2026-02-24,100
2168,537,19,2026-04-14,200
2169,538,17,2026-04-22,100
2170,538,2,2026-04-29,200
2171,538,10,2026-04-01,200
2172,539,4,2024-05-27,250
2173,539,1,2024-08-23,50
2174,539,2,2024-08-23,200
2175,539,5,2024-07-28,200
2176,539,3,2025-10-08,500
2177,539,6,2024-09-06,200
2178,539,17,2025-04-26,100
2179,539,10,2025-12-31,200
2180,539,18,2025-08-24,50
2181,540,17,2026-04-20,100
2182,540,1,2026-04-13,50
2183,541,20,2026-03-24,500
2184,541,2,2025-09-15,200
2185,541,1,2025-10-14,50
2186,541,10,2025-11-07,200
2187,541,3,2025-11-30,500
2188,542,2,2026-03-19,200
2189,542,5,2024-10-30,200
2190,542,19,2025-05-19,200
2191,542,17,2026-04-14,100
2192,542,6,2024-09-25,200
2193,543,20,2023-05-16,500
2194,543,18,2023-11-15,50
2195,544,20,2023-12-05,500
2196,544,2,2026-03-19,200
2197,544,18,2025-08-24,50
2198,544,1,2024-08-06,50
2199,544,4,2026-01-17,250
2200,544,6,2022-10-20,200
2201,544,5,2024-01-15,200
2202,544,10,2024-12-10,200
2203,546,17,2026-04-19,100
2204,546,5,2026-04-09,200
2205,546,19,2026-03-25,200
2206,546,1,2026-03-22,50
2207,546,4,2026-04-04,250
2208,546,18,2026-03-21,50
2209,548,2,2026-03-25,200
2210,548,6,2025-10-08,200
2211,549,1,2025-12-03,50
2212,550,18,2023-12-09,50
2213,550,1,2025-10-09,50
2214,551,1,2026-04-28,50
2215,553,6,2024-12-25,200
2216,553,5,2025-10-21,200
2217,553,19,2024-09-22,200
2218,553,10,2026-01-10,200
2219,553,3,2026-02-09,500
2220,553,4,2024-09-24,250
2221,553,1,2026-01-11,50
2222,553,2,2025-12-27,200
2223,553,17,2025-11-01,100
2224,553,18,2025-03-20,50
2225,554,6,2026-03-09,200
2226,554,4,2026-02-19,250
2227,554,2,2026-04-18,200
2228,555,17,2026-03-14,100
2229,555,10,2026-03-18,200
2230,555,4,2026-03-06,250
2231,555,6,2026-04-28,200
2232,555,5,2026-03-06,200
2233,555,2,2026-03-21,200
2234,555,18,2026-03-06,50
2235,555,3,2026-04-27,500
2236,556,19,2026-04-24,200
2237,557,10,2025-07-24,200
2238,557,6,2026-02-08,200
2239,558,5,2026-03-17,200
2240,559,4,2025-11-27,250
2241,559,10,2026-01-30,200
2242,561,4,2026-04-22,250
2243,561,1,2026-02-23,50
2244,561,3,2026-03-16,500
2245,561,10,2026-02-26,200
2246,561,5,2026-04-04,200
2247,561,18,2026-03-28,50
2248,561,17,2026-04-16,100
2249,561,2,2026-03-17,200
2250,562,18,2025-06-28,50
2251,562,1,2024-07-01,50
2252,562,20,2024-02-21,500
2253,562,2,2024-11-13,200
2254,563,1,2026-04-27,50
2255,564,18,2026-05-02,50
2256,566,10,2025-03-02,200
2257,567,6,2025-11-25,200
2258,567,1,2025-11-14,50
2259,567,5,2026-03-29,200
2260,567,17,2026-01-15,100
2261,567,10,2026-03-13,200
2262,567,4,2026-01-23,250
2263,567,18,2025-11-27,50
2264,568,19,2026-03-30,200
2265,568,6,2026-02-11,200
2266,568,17,2026-01-21,100
2267,568,5,2026-04-25,200
2268,568,10,2026-01-14,200
2269,569,4,2025-10-29,250
2270,569,10,2026-04-23,200
2271,569,1,2025-02-25,50
2272,569,6,2025-07-24,200
2273,569,20,2025-07-31,500
2274,569,5,2025-10-11,200
2275,569,17,2026-03-16,100
2276,570,10,2026-04-04,200
2277,570,5,2026-01-04,200
2278,570,6,2026-01-22,200
2279,570,1,2026-03-25,50
2280,570,17,2026-04-06,100
2281,570,2,2026-04-02,200
2282,570,3,2026-04-11,500
2283,570,4,2025-12-07,250
2284,571,1,2026-01-05,50
2285,571,6,2025-12-13,200
2286,571,4,2026-01-27,250
2287,571,18,2026-04-30,50
2288,571,17,2026-01-06,100
2289,571,3,2026-04-05,500
2290,571,10,2026-03-05,200
2291,571,2,2026-04-08,200
2292,572,10,2026-03-26,200
2293,572,1,2026-02-28,50
2294,572,17,2026-04-26,100
2295,572,6,2026-04-02,200
2296,572,5,2026-02-26,200
2297,572,18,2026-03-31,50
2298,572,2,2026-03-04,200
2299,573,17,2026-01-24,100
2300,573,10,2026-04-23,200
2301,573,4,2026-02-06,250
2302,573,18,2026-02-01,50
2303,575,10,2025-12-19,200
2304,575,4,2026-02-05,250
2305,575,6,2025-09-16,200
2306,575,17,2025-11-06,100
2307,575,5,2025-12-27,200
2308,577,19,2026-01-06,200
2309,577,4,2026-04-01,250
2310,577,17,2026-04-17,100
2311,578,5,2026-03-28,200
2312,578,4,2026-03-13,250
2313,579,20,2026-03-09,500
2314,579,3,2025-10-29,500
2315,579,2,2025-12-17,200
2316,579,18,2025-07-19,50
2317,579,6,2026-03-08,200
2318,580,2,2025-02-10,200
2319,581,4,2026-01-10,250
2320,581,20,2024-10-27,500
2321,581,17,2024-11-10,100
2322,581,5,2025-03-19,200
2323,581,18,2024-11-21,50
2324,581,6,2025-12-31,200
2325,582,10,2024-02-07,200
2326,582,5,2023-10-10,200
2327,582,2,2025-02-09,200
2328,582,20,2024-11-02,500
2329,582,1,2025-09-01,50
2330,582,6,2024-06-07,200
2331,583,19,2026-03-14,200
2332,583,5,2026-03-29,200
2333,583,18,2026-04-01,50
2334,583,1,2026-04-21,50
2335,583,6,2026-03-16,200
2336,583,17,2026-04-03,100
2337,583,4,2026-04-14,250
2338,583,10,2026-04-25,200
2339,584,10,2026-02-05,200
2340,585,5,2025-10-18,200
2341,585,17,2023-10-25,100
2342,585,18,2024-09-06,50
2343,585,10,2024-08-06,200
2344,586,6,2025-05-31,200
2345,586,2,2025-08-22,200
2346,586,17,2025-01-03,100
2347,586,10,2026-01-02,200
2348,586,20,2024-11-19,500
2349,587,3,2026-04-22,500
2350,587,18,2025-08-04,50
2351,587,10,2026-02-12,200
2352,587,17,2026-04-29,100
2353,587,5,2025-08-14,200
2354,587,6,2026-02-08,200
2355,587,2,2025-10-01,200
2356,587,1,2026-02-11,50
2357,588,10,2025-08-29,200
2358,588,1,2025-08-10,50
2359,590,20,2024-12-24,500
2360,590,4,2025-05-06,250
2361,590,2,2025-01-20,200
2362,590,10,2024-10-02,200
2363,590,17,2026-04-15,100
2364,590,5,2024-04-05,200
2365,590,3,2025-02-12,500
2366,590,19,2026-05-01,200
2367,590,6,2026-04-06,200
2368,592,1,2024-12-02,50
2369,593,17,2025-07-16,100
2370,593,5,2025-01-20,200
2371,593,4,2024-11-01,250
2372,593,20,2025-09-07,500
2373,593,6,2024-11-01,200
2374,593,1,2025-01-10,50
2375,593,18,2026-01-08,50
2376,593,10,2025-12-13,200
2377,594,18,2026-05-04,50
2378,594,1,2026-04-13,50
2379,594,6,2026-04-21,200
2380,594,17,2026-04-22,100
2381,595,3,2025-08-13,500
2382,595,20,2026-03-25,500
2383,595,6,2025-01-08,200
2384,595,4,2025-03-31,250
2385,595,18,2024-06-13,50
2386,595,1,2025-01-28,50
2387,595,17,2024-10-20,100
2388,595,5,2025-07-28,200
2389,596,6,2026-05-04,200
2390,596,1,2026-02-17,50
2391,596,17,2026-04-14,100
2392,596,10,2025-12-04,200
2393,597,1,2022-11-06,50
2394,598,10,2025-08-25,200
2395,598,1,2024-06-22,50
2396,598,5,2026-04-04,200
2397,598,20,2025-01-11,500
2398,598,6,2025-12-02,200
2399,598,17,2024-06-22,100
2400,598,18,2025-09-10,50
2401,598,4,2026-03-03,250
2402,599,6,2026-04-21,200
2403,599,1,2026-05-01,50
2404,599,4,2026-05-01,250
2405,599,5,2026-04-30,200
2406,599,18,2026-04-27,50
2407,599,17,2026-04-22,100
2408,601,10,2026-04-19,200
2409,602,17,2025-04-23,100
2410,602,3,2025-02-10,500
2411,602,20,2025-06-29,500
2412,602,1,2025-12-31,50
2413,602,4,2025-02-10,250
2414,602,10,2025-06-29,200
2415,602,2,2026-02-16,200
2416,602,6,2025-07-28,200
2417,602,18,2025-06-27,50
2418,603,10,2024-08-08,200
2419,603,20,2024-02-19,500
2420,603,6,2025-06-16,200
2421,603,17,2024-10-06,100
2422,603,1,2026-04-10,50
2423,604,4,2026-01-09,250
2424,604,10,2026-01-27,200
2425,604,2,2026-02-24,200
2426,604,1,2026-02-09,50
2427,604,17,2025-12-16,100
2428,604,5,2026-03-23,200
2429,604,6,2026-03-01,200
2430,605,4,2026-04-04,250
2431,605,10,2025-11-28,200
2432,605,2,2026-03-27,200
2433,605,20,2026-03-08,500
2434,605,3,2025-01-07,500
2435,605,5,2026-02-04,200
2436,605,17,2025-09-06,100
2437,605,6,2024-11-02,200
2438,606,1,2026-02-23,50
2439,606,5,2026-04-25,200
2440,606,4,2026-02-28,250
2441,606,6,2026-02-16,200
2442,606,18,2026-03-24,50
2443,606,17,2026-04-04,100
2444,607,18,2025-04-30,50
2445,607,5,2025-07-10,200
2446,607,2,2025-12-20,200
2447,607,17,2025-07-27,100
2448,607,4,2025-04-01,250
2449,607,10,2025-02-16,200
2450,607,19,2026-02-14,200
2451,607,20,2025-10-04,500
2452,607,6,2025-09-02,200
2453,608,1,2026-04-20,50
2454,609,1,2026-04-13,50
2455,610,5,2026-03-15,200
2456,610,4,2026-03-20,250
2457,611,4,2025-08-09,250
2458,611,20,2026-03-14,500
2459,611,3,2026-03-08,500
2460,611,2,2025-12-28,200
2461,611,1,2025-07-15,50
2462,611,10,2025-08-16,200
2463,612,6,2025-09-05,200
2464,614,10,2024-06-10,200
2465,614,1,2024-09-08,50
2466,614,5,2026-03-13,200
2467,614,17,2025-08-26,100
2468,614,4,2026-02-07,250
2469,614,18,2025-06-22,50
2470,614,20,2025-06-18,500
2471,614,6,2025-03-24,200
2472,615,18,2026-03-16,50
2473,615,5,2025-10-26,200
2474,615,17,2025-09-02,100
2475,615,6,2026-04-30,200
2476,615,10,2026-01-30,200
2477,615,4,2026-01-29,250
2478,616,6,2026-03-14,200
2479,616,4,2026-02-22,250
2480,616,5,2026-04-24,200
2481,616,1,2026-03-21,50
2482,617,20,2025-08-29,500
2483,618,18,2026-03-24,50
2484,618,1,2026-02-05,50
2485,618,17,2026-03-21,100
2486,620,18,2026-03-11,50
2487,620,2,2026-03-13,200
2488,620,4,2026-03-20,250
2489,621,3,2025-12-12,500
2490,621,17,2025-11-19,100
2491,621,1,2025-11-23,50
2492,621,5,2025-12-06,200
2493,621,6,2025-11-15,200
2494,621,10,2025-11-26,200
2495,621,4,2026-03-12,250
2496,621,18,2026-01-05,50
2497,622,18,2026-05-02,50
2498,622,1,2025-07-23,50
2499,622,6,2025-06-20,200
2500,622,4,2025-04-25,250
2501,622,17,2026-02-22,100
2502,623,5,2026-04-01,200
2503,623,6,2026-03-27,200
2504,623,1,2026-04-12,50
2505,623,3,2026-03-16,500
2506,623,4,2026-03-26,250
2507,623,18,2026-04-03,50
2508,624,1,2025-11-19,50
2509,624,17,2025-11-27,100
2510,624,19,2025-11-03,200
2511,624,4,2026-04-04,250
2512,624,10,2025-08-26,200
2513,624,18,2026-02-16,50
2514,624,6,2026-02-08,200
2515,625,6,2024-12-01,200
2516,625,10,2024-11-09,200
2517,625,3,2025-11-28,500
2518,625,20,2025-10-13,500
2519,627,5,2026-05-02,200
2520,627,6,2026-03-13,200
2521,628,5,2026-02-17,200
2522,628,10,2026-03-11,200
2523,628,3,2026-04-29,500
2524,628,17,2026-02-03,100
2525,629,18,2024-12-07,50
2526,629,10,2024-12-06,200
2527,629,6,2025-07-01,200
2528,629,4,2025-06-29,250
2529,629,3,2025-01-01,500
2530,629,17,2026-03-09,100
2531,629,1,2025-03-08,50
2532,629,2,2025-08-11,200
2533,629,19,2026-03-31,200
2534,629,5,2026-03-01,200
2535,629,20,2026-01-09,500
2536,630,17,2026-01-25,100
2537,630,1,2025-09-16,50
2538,630,19,2025-10-01,200
2539,630,6,2025-11-06,200
2540,630,2,2025-10-23,200
2541,630,20,2026-04-01,500
2542,630,10,2025-08-01,200
2543,630,18,2026-02-20,50
2544,630,4,2026-01-06,250
2545,631,18,2026-04-09,50
2546,631,1,2026-05-04,50
2547,631,19,2026-03-30,200
2548,632,20,2025-05-11,500
2549,634,19,2026-05-02,200
2550,634,1,2026-04-26,50
2551,635,10,2024-11-30,200
2552,636,1,2026-03-01,50
2553,636,17,2026-01-02,100
2554,636,19,2025-10-03,200
2555,636,20,2025-06-08,500
2556,636,18,2025-09-27,50
2557,637,1,2026-04-28,50
2558,637,5,2026-04-12,200
2559,637,17,2026-04-23,100
2560,639,1,2026-04-06,50
2561,639,18,2026-04-30,50
2562,640,5,2024-10-30,200
2563,640,2,2025-08-08,200
2564,640,4,2025-07-25,250
2565,640,20,2025-05-18,500
2566,640,1,2025-08-25,50
2567,640,3,2026-03-28,500
2568,640,10,2025-03-26,200
2569,641,18,2026-04-12,50
2570,641,6,2026-03-29,200
2571,641,5,2026-03-22,200
2572,641,10,2026-04-05,200
2573,641,4,2026-03-18,250
2574,641,17,2026-04-22,100
2575,641,2,2026-03-08,200
2576,641,1,2026-04-21,50
2577,643,1,2026-05-02,50
2578,643,10,2026-03-27,200
2579,643,5,2026-01-31,200
2580,643,6,2026-02-13,200
2581,643,2,2026-04-26,200
2582,644,5,2026-02-19,200
2583,644,2,2025-12-17,200
2584,645,4,2025-08-03,250
2585,645,18,2026-04-02,50
2586,646,17,2026-04-25,100
2587,646,2,2026-02-09,200
2588,646,5,2026-03-30,200
2589,646,3,2026-03-11,500
2590,646,10,2026-03-20,200
2591,646,18,2026-02-17,50
2592,646,6,2026-04-25,200
2593,646,1,2026-03-30,50
2594,647,17,2025-04-10,100
2595,647,4,2025-05-13,250
2596,647,20,2025-04-20,500
2597,647,6,2025-12-06,200
2598,647,5,2026-05-02,200
2599,647,1,2026-01-21,50
2600,647,10,2025-06-21,200
2601,648,4,2026-04-11,250
2602,648,6,2026-02-07,200
2603,650,18,2026-04-13,50
2604,653,18,2026-05-02,50
2605,653,10,2025-04-25,200
2606,653,5,2026-01-14,200
2607,653,20,2026-01-01,500
2608,653,6,2026-03-16,200
2609,653,4,2025-03-22,250
2610,653,17,2025-03-12,100
2611,653,2,2025-07-30,200
2612,653,1,2025-03-28,50
2613,654,5,2026-04-11,200
2614,654,4,2026-02-22,250
2615,654,10,2026-03-11,200
2616,654,18,2026-03-19,50
2617,654,1,2026-02-24,50
2618,654,6,2026-04-06,200
2619,655,4,2024-12-04,250
2620,655,19,2025-08-02,200
2621,655,20,2025-05-05,500
2622,655,17,2025-07-11,100
2623,656,4,2026-01-18,250
2624,658,6,2026-01-16,200
2625,658,3,2025-02-21,500
2626,658,4,2026-01-04,250
2627,658,18,2025-01-07,50
2628,658,10,2026-03-15,200
2629,658,2,2025-04-08,200
2630,659,5,2026-01-22,200
2631,659,6,2025-11-27,200
2632,659,1,2025-12-06,50
2633,659,17,2025-12-24,100
2634,659,18,2025-11-23,50
2635,659,10,2026-02-07,200
2636,661,18,2026-04-24,50
2637,662,1,2025-10-15,50
2638,662,10,2025-12-20,200
2639,662,5,2025-05-13,200
2640,662,20,2026-02-25,500
2641,662,4,2025-10-12,250
2642,662,17,2026-01-31,100
2643,662,18,2025-10-27,50
2644,662,2,2025-01-24,200
2645,664,18,2025-01-03,50
2646,664,3,2025-09-15,500
2647,665,6,2026-01-19,200
2648,665,4,2025-11-15,250
2649,665,1,2025-10-14,50
2650,665,18,2025-06-19,50
2651,665,17,2026-04-10,100
2652,666,17,2026-04-14,100
2653,666,10,2026-03-04,200
2654,667,1,2026-03-02,50
2655,667,2,2026-04-07,200
2656,667,10,2026-03-25,200
2657,667,18,2026-03-24,50
2658,668,6,2024-10-19,200
2659,669,10,2025-06-10,200
2660,669,4,2025-01-27,250
2661,669,17,2025-09-26,100
2662,669,6,2025-06-05,200
2663,669,20,2026-04-02,500
2664,669,1,2025-03-25,50
2665,669,19,2025-05-23,200
2666,669,5,2025-04-28,200
2667,670,5,2025-12-31,200
2668,670,17,2026-03-02,100
2669,670,2,2026-03-01,200
2670,670,3,2025-11-22,500
2671,671,10,2026-04-01,200
2672,671,17,2025-12-23,100
2673,671,5,2025-11-15,200
2674,671,6,2025-10-07,200
2675,671,1,2025-11-14,50
2676,671,4,2025-09-20,250
2677,673,3,2026-04-03,500
2678,673,2,2026-03-19,200
2679,673,5,2026-03-08,200
2680,673,17,2026-03-27,100
2681,673,4,2026-04-06,250
2682,673,6,2026-03-21,200
2683,673,18,2026-03-08,50
2684,674,10,2026-04-20,200
2685,674,17,2026-03-07,100
2686,674,18,2026-04-09,50
2687,675,10,2026-04-29,200
2688,675,2,2026-04-26,200
2689,675,5,2026-03-04,200
2690,675,3,2026-03-06,500
2691,675,4,2026-03-28,250
2692,675,6,2026-04-26,200
2693,676,5,2026-04-17,200
2694,676,17,2026-04-09,100
2695,676,10,2026-04-09,200
2696,676,1,2026-03-17,50
2697,676,18,2026-04-09,50
2698,676,6,2026-03-27,200
2699,676,3,2026-03-22,500
2700,677,3,2026-05-03,500
2701,677,5,2024-09-09,200
2702,678,5,2026-03-26,200
2703,678,18,2026-04-10,50
2704,678,17,2026-03-06,100
2705,679,6,2026-03-29,200
2706,679,1,2026-03-18,50
2707,679,17,2026-04-18,100
2708,679,4,2026-03-21,250
2709,679,5,2026-04-30,200
2710,680,2,2026-03-16,200
2711,680,6,2026-03-09,200
2712,680,18,2026-03-28,50
2713,681,6,2026-01-21,200
2714,681,1,2025-12-08,50
2715,681,5,2025-11-18,200
2716,681,3,2025-09-30,500
2717,681,17,2025-10-21,100
2718,681,10,2026-01-26,200
2719,681,4,2026-03-01,250
2720,682,10,2025-08-31,200
2721,683,1,2026-04-15,50
2722,683,5,2025-08-24,200
2723,683,2,2025-08-25,200
2724,683,17,2025-07-25,100
2725,683,18,2025-12-17,50
2726,683,6,2026-01-03,200
2727,683,10,2025-09-26,200
2728,683,3,2025-10-17,500
2729,683,4,2025-08-26,250
2730,683,20,2026-03-21,500
2731,684,4,2026-02-18,250
2732,684,5,2026-04-20,200
2733,684,10,2026-03-05,200
2734,684,18,2026-03-10,50
2735,685,10,2026-03-18,200
2736,685,3,2025-07-14,500
2737,685,4,2025-10-26,250
2738,685,20,2025-08-06,500
2739,685,18,2025-08-01,50
2740,685,2,2025-06-23,200
2741,685,6,2025-10-16,200
2742,685,5,2026-03-31,200
2743,686,6,2025-10-01,200
2744,686,19,2025-10-22,200
2745,686,5,2025-07-28,200
2746,686,1,2026-05-01,50
2747,686,10,2025-07-22,200
2748,686,4,2025-11-06,250
2749,686,20,2026-02-21,500
2750,686,17,2025-06-13,100
2751,687,4,2025-12-12,250
2752,687,2,2026-03-26,200
2753,687,1,2026-01-05,50
2754,687,17,2025-12-16,100
2755,687,18,2026-02-14,50
2756,687,5,2026-04-18,200
2757,687,10,2026-04-30,200
2758,687,6,2025-12-08,200
2759,689,4,2026-03-21,250
2760,689,3,2026-03-23,500
2761,689,10,2026-04-17,200
2762,689,18,2026-03-31,50
2763,689,17,2026-03-16,100
2764,689,5,2026-04-01,200
2765,690,19,2026-03-12,200
2766,690,6,2026-04-02,200
2767,690,17,2025-10-19,100
2768,691,18,2026-04-04,50
2769,691,5,2026-02-16,200
2770,691,1,2026-01-26,50
2771,692,20,2026-03-30,500
2772,693,4,2026-04-27,250
2773,693,5,2026-02-06,200
2774,693,17,2026-02-11,100
2775,693,1,2026-04-22,50
2776,693,6,2026-02-27,200
2777,696,3,2026-03-01,500
2778,696,2,2026-02-14,200
2779,696,5,2026-01-29,200
2780,696,6,2026-03-26,200
2781,696,1,2025-12-22,50
2782,696,18,2026-01-04,50
2783,697,5,2025-06-18,200
2784,697,20,2024-11-03,500
