aanwezigheid_id,deelname_id,medewerker_id,activiteit_id,check_in_tijd,check_out_tijd,werkelijke_duur_min,geschatte_calorieen,hartslag_gem,hartslag_piek
6022,9909,223,1002,2026-01-17 10:35:00,2026-01-17 12:00:12,85.2,781,,
6023,9912,458,1003,2026-01-18 15:06:00,2026-01-18 16:21:06,75.1,518,134,145
6024,9913,323,1003,2026-01-18 14:59:00,2026-01-18 16:16:42,77.7,536,108,118
6025,9914,260,1003,2026-01-18 15:08:00,2026-01-18 16:22:12,74.2,511,107,131
6026,9915,520,1003,2026-01-18 14:54:00,2026-01-18 16:13:54,79.9,551,113,128
6027,9917,331,1003,2026-01-18 14:52:00,2026-01-18 16:04:30,72.5,500,113,138
6028,9918,320,1003,2026-01-18 15:14:00,2026-01-18 16:29:48,75.8,523,132,144
6029,9919,351,1003,2026-01-18 15:05:00,2026-01-18 16:25:12,80.2,553,,165
6030,9920,278,1003,2026-01-18 15:13:00,2026-01-18 16:35:06,82.1,566,110,124
6031,9922,471,1003,2026-01-18 14:50:00,2026-01-18 16:05:48,75.8,523,,129
6032,9923,466,1003,2026-01-18 14:53:00,2026-01-18 16:13:24,80.4,554,136,160
6033,9925,222,1004,2026-01-13 19:35:00,2026-01-13 20:41:42,66.7,133,117,151
6034,9926,461,1004,2026-01-13 19:40:00,2026-01-13 20:36:24,56.4,112,123,140
6035,9927,498,1004,2026-01-13 19:56:00,2026-01-13 20:59:30,63.5,127,110,129
6036,9931,419,1005,2026-01-15 17:53:00,2026-01-15 19:52:36,119.6,1096,,129
6037,9933,406,1005,2026-01-15 18:15:00,2026-01-15 20:11:18,116.3,1066,113,145
6038,9934,234,1005,2026-01-15 17:55:00,2026-01-15 19:58:06,123.1,1128,120,146
6039,9935,508,1005,2026-01-15 17:52:00,2026-01-15 19:49:48,117.8,1079,115,
6040,9936,353,1005,2026-01-15 17:58:00,2026-01-15 19:52:00,114.0,1045,130,146
6041,9938,295,1005,2026-01-15 18:01:00,2026-01-15 20:02:06,121.1,1110,109,137
6042,9940,528,1005,2026-01-15 18:02:00,2026-01-15 20:08:36,126.6,1160,109,120
6043,9941,264,1005,2026-01-15 17:54:00,2026-01-15 19:42:30,108.5,994,133,158
6044,9942,496,1005,2026-01-15 18:11:00,2026-01-15 20:12:48,121.8,1116,128,150
6045,9943,339,1005,2026-01-15 17:50:00,2026-01-15 19:52:24,122.4,1122,115,
6046,9944,238,1005,2026-01-15 17:55:00,2026-01-15 19:59:24,124.4,1140,116,
6047,9945,470,1005,2026-01-15 18:11:00,2026-01-15 20:17:48,126.8,1162,137,171
6048,9946,338,1005,2026-01-15 17:58:00,2026-01-15 20:01:18,123.3,1130,121,141
6049,9947,230,1005,2026-01-15 17:59:00,2026-01-15 19:51:48,112.8,1034,134,
6050,9948,525,1006,2026-01-13 11:52:00,2026-01-13 13:02:42,70.7,777,135,147
6051,9949,374,1006,2026-01-13 11:59:00,2026-01-13 13:15:00,76.0,836,117,127
6052,9951,272,1006,2026-01-13 12:09:00,2026-01-13 13:22:24,73.4,807,126,138
6053,9952,575,1006,2026-01-13 12:13:00,2026-01-13 13:27:42,74.7,821,140,154
6054,9953,271,1006,2026-01-13 11:59:00,2026-01-13 13:23:12,84.2,926,132,149
6055,9954,438,1006,2026-01-13 12:09:00,2026-01-13 13:18:48,69.8,767,129,149
6056,9955,396,1006,2026-01-13 12:04:00,2026-01-13 13:19:36,75.6,831,125,154
6057,9956,240,1006,2026-01-13 12:05:00,2026-01-13 13:23:18,78.3,861,140,151
6058,9958,288,1006,2026-01-13 12:14:00,2026-01-13 13:33:42,79.7,876,115,128
6059,9959,350,1007,2026-01-12 12:28:00,2026-01-12 13:50:36,82.6,418,127,155
6060,9960,499,1007,2026-01-12 12:23:00,2026-01-12 13:45:54,82.9,420,140,164
6061,9961,580,1007,2026-01-12 12:44:00,2026-01-12 14:05:42,81.7,413,115,129
6062,9962,575,1007,2026-01-12 12:38:00,2026-01-12 13:54:48,76.8,389,125,150
6063,9964,449,1008,2026-01-18 15:00:00,2026-01-18 16:36:36,96.6,804,120,135
6064,9965,404,1008,2026-01-18 15:02:00,2026-01-18 16:26:18,84.3,702,133,145
6065,9967,501,1008,2026-01-18 15:12:00,2026-01-18 16:40:42,88.7,739,114,134
6066,9968,249,1008,2026-01-18 15:00:00,2026-01-18 16:24:00,84.0,700,127,139
6067,9969,391,1008,2026-01-18 15:10:00,2026-01-18 16:46:42,96.7,805,114,
6068,9971,237,1008,2026-01-18 14:56:00,2026-01-18 16:23:30,87.5,729,143,163
6069,9972,541,1008,2026-01-18 15:14:00,2026-01-18 16:38:30,84.5,704,135,165
6070,9973,457,1008,2026-01-18 15:09:00,2026-01-18 16:39:42,90.7,755,114,127
6071,9975,503,1008,2026-01-18 15:05:00,2026-01-18 16:38:30,93.5,779,121,131
6072,9976,303,1008,2026-01-18 15:00:00,2026-01-18 16:33:24,93.4,778,109,141
6073,9977,284,1008,2026-01-18 15:11:00,2026-01-18 16:41:42,90.7,755,,127
6074,9978,450,1008,2026-01-18 14:50:00,2026-01-18 16:16:12,86.2,718,128,160
6075,9979,455,1008,2026-01-18 15:05:00,2026-01-18 16:34:00,89.0,741,140,150
6076,9980,271,1008,2026-01-18 14:57:00,2026-01-18 16:16:48,79.8,664,124,159
6077,9981,381,1008,2026-01-18 14:54:00,2026-01-18 16:22:36,88.6,738,142,168
6078,9982,395,1008,2026-01-18 14:50:00,2026-01-18 16:18:42,88.7,739,133,156
6079,9983,308,1008,2026-01-18 15:09:00,2026-01-18 16:35:00,86.0,716,116,126
6080,9984,519,1008,2026-01-18 14:58:00,2026-01-18 16:25:48,87.8,731,124,156
6081,9985,432,1008,2026-01-18 15:05:00,2026-01-18 16:21:30,76.5,637,130,153
6082,9998,463,1010,2026-01-18 09:56:00,2026-01-18 10:31:18,35.3,35,99,112
6083,9999,503,1010,2026-01-18 10:12:00,2026-01-18 10:44:24,32.4,32,101,131
6084,10000,567,1010,2026-01-18 09:56:00,2026-01-18 10:16:06,20.1,20,98,113
6085,10002,472,1010,2026-01-18 10:11:00,2026-01-18 10:41:00,30.0,30,,123
6086,10003,339,1010,2026-01-18 09:53:00,2026-01-18 10:17:30,24.5,24,97,124
6087,10004,433,1010,2026-01-18 09:57:00,2026-01-18 10:30:48,33.8,33,108,130
6088,10005,318,1010,2026-01-18 10:06:00,2026-01-18 10:37:24,31.4,31,112,146
6089,10006,592,1010,2026-01-18 10:02:00,2026-01-18 10:29:18,27.3,27,108,127
6090,10007,240,1010,2026-01-18 09:59:00,2026-01-18 10:28:24,29.4,29,117,140
6091,10018,362,1012,2026-01-12 07:10:00,2026-01-12 08:08:00,58.0,400,125,156
6092,10020,427,1012,2026-01-12 07:21:00,2026-01-12 08:26:06,65.1,449,131,152
6093,10021,295,1012,2026-01-12 07:23:00,2026-01-12 08:23:12,60.2,415,110,140
6094,10022,252,1012,2026-01-12 07:27:00,2026-01-12 08:28:30,61.5,424,133,144
6095,10023,278,1012,2026-01-12 07:28:00,2026-01-12 08:21:54,53.9,371,109,136
6096,10025,559,1012,2026-01-12 07:23:00,2026-01-12 08:27:06,64.1,442,120,143
6097,10027,526,1012,2026-01-12 07:16:00,2026-01-12 08:08:18,52.3,360,138,170
6098,10028,307,1012,2026-01-12 07:16:00,2026-01-12 08:20:48,64.8,447,120,144
6099,10029,258,1012,2026-01-12 07:12:00,2026-01-12 08:10:30,58.5,403,110,135
6100,10030,581,1012,2026-01-12 07:08:00,2026-01-12 08:07:24,59.4,409,114,128
6101,10033,598,1012,2026-01-12 07:25:00,2026-01-12 08:25:36,60.6,418,109,
6102,10034,363,1012,2026-01-12 07:19:00,2026-01-12 08:21:06,62.1,428,107,136
6103,10035,263,1013,2026-01-15 17:12:00,2026-01-15 18:13:06,61.1,820,139,155
6104,10036,316,1013,2026-01-15 16:56:00,2026-01-15 17:52:24,56.4,757,136,150
6105,10037,235,1013,2026-01-15 17:09:00,2026-01-15 18:12:06,63.1,847,128,159
6106,10038,238,1013,2026-01-15 17:13:00,2026-01-15 18:08:30,55.5,745,137,162
6107,10039,335,1013,2026-01-15 17:01:00,2026-01-15 17:54:06,53.1,713,147,158
6108,10040,379,1013,2026-01-15 16:55:00,2026-01-15 17:48:36,53.6,720,136,152
6109,10041,222,1013,2026-01-15 16:58:00,2026-01-15 17:52:00,54.0,725,143,159
6110,10042,424,1013,2026-01-15 16:53:00,2026-01-15 17:51:06,58.1,780,146,158
6111,10045,467,1014,2026-01-15 12:10:00,2026-01-15 12:53:18,43.3,219,107,
6112,10046,282,1014,2026-01-15 12:09:00,2026-01-15 12:56:18,47.3,239,125,154
6113,10047,550,1014,2026-01-15 11:51:00,2026-01-15 12:35:36,44.6,225,131,164
6114,10048,371,1014,2026-01-15 11:57:00,2026-01-15 12:44:00,47.0,238,106,125
6115,10049,226,1015,2026-01-14 18:10:00,2026-01-14 19:14:06,64.1,480,139,171
6116,10051,394,1015,2026-01-14 18:28:00,2026-01-14 19:22:30,54.5,408,136,159
6117,10053,251,1015,2026-01-14 18:07:00,2026-01-14 18:59:48,52.8,396,130,153
6118,10054,361,1015,2026-01-14 18:13:00,2026-01-14 19:20:48,67.8,508,135,155
6119,10055,417,1016,2026-01-22 12:42:00,2026-01-22 13:48:54,66.9,401,115,127
6120,10056,230,1016,2026-01-22 12:54:00,2026-01-22 14:07:06,73.1,438,124,146
6121,10057,231,1016,2026-01-22 12:36:00,2026-01-22 13:49:12,73.2,439,134,146
6122,10058,452,1016,2026-01-22 12:55:00,2026-01-22 14:09:48,74.8,448,107,142
6123,10059,353,1016,2026-01-22 12:55:00,2026-01-22 14:07:30,72.5,435,140,171
6124,10061,525,1017,2026-01-20 12:27:00,2026-01-20 14:23:18,116.3,969,,147
6125,10063,403,1017,2026-01-20 12:33:00,2026-01-20 14:23:54,110.9,924,130,158
6126,10064,422,1017,2026-01-20 12:45:00,2026-01-20 14:50:42,125.7,1047,140,167
6127,10065,433,1017,2026-01-20 12:23:00,2026-01-20 14:24:06,121.1,1009,133,147
6128,10067,457,1017,2026-01-20 12:33:00,2026-01-20 14:41:00,128.0,1066,107,137
6129,10068,533,1017,2026-01-20 12:41:00,2026-01-20 14:41:06,120.1,1000,125,
6130,10069,428,1017,2026-01-20 12:36:00,2026-01-20 14:36:24,120.4,1003,136,170
6131,10070,541,1017,2026-01-20 12:45:00,2026-01-20 14:51:48,126.8,1056,128,139
6132,10071,580,1017,2026-01-20 12:43:00,2026-01-20 14:49:06,126.1,1050,124,
6133,10072,270,1017,2026-01-20 12:34:00,2026-01-20 14:31:36,117.6,980,111,132
6134,10073,271,1017,2026-01-20 12:26:00,2026-01-20 14:31:12,125.2,1043,124,150
6135,10075,391,1017,2026-01-20 12:23:00,2026-01-20 14:25:24,122.4,1020,119,145
6136,10076,280,1017,2026-01-20 12:25:00,2026-01-20 14:29:24,124.4,1036,114,144
6137,10077,333,1017,2026-01-20 12:36:00,2026-01-20 14:38:12,122.2,1018,136,147
6138,10078,559,1017,2026-01-20 12:45:00,2026-01-20 14:55:06,130.1,1084,129,152
6139,10079,479,1018,2026-01-23 07:49:00,2026-01-23 08:59:24,70.4,645,105,118
6140,10081,335,1018,2026-01-23 07:46:00,2026-01-23 09:06:36,80.6,738,137,157
6141,10082,288,1018,2026-01-23 07:50:00,2026-01-23 08:58:48,68.8,630,123,138
6142,10083,271,1018,2026-01-23 07:50:00,2026-01-23 09:04:06,74.1,679,118,150
6143,10084,284,1018,2026-01-23 07:50:00,2026-01-23 08:59:36,69.6,638,113,144
6144,10086,402,1019,2026-01-20 17:15:00,2026-01-20 18:23:24,68.4,592,134,165
6145,10087,294,1019,2026-01-20 16:58:00,2026-01-20 18:13:06,75.1,650,125,154
6146,10088,470,1019,2026-01-20 16:50:00,2026-01-20 18:06:00,76.0,658,,161
6147,10089,520,1019,2026-01-20 17:04:00,2026-01-20 18:15:42,71.7,621,120,153
6148,10090,238,1020,2026-01-25 09:48:00,2026-01-25 10:52:42,64.7,327,124,156
6149,10091,491,1020,2026-01-25 09:35:00,2026-01-25 10:29:54,54.9,278,124,142
6150,10092,258,1020,2026-01-25 09:55:00,2026-01-25 10:57:42,62.7,317,117,143
6151,10094,227,1020,2026-01-25 09:57:00,2026-01-25 10:51:42,54.7,277,132,152
6152,10095,413,1020,2026-01-25 09:50:00,2026-01-25 10:47:48,57.8,292,,154
6153,10096,450,1020,2026-01-25 09:51:00,2026-01-25 10:44:30,53.5,271,126,136
6154,10098,586,1020,2026-01-25 09:38:00,2026-01-25 10:43:00,65.0,329,120,141
6155,10099,346,1020,2026-01-25 10:00:00,2026-01-25 10:56:54,56.9,288,106,119
6156,10100,510,1020,2026-01-25 09:59:00,2026-01-25 11:02:30,63.5,321,131,148
6157,10101,333,1020,2026-01-25 09:42:00,2026-01-25 10:45:12,63.2,320,134,157
6158,10109,575,1022,2026-01-21 17:11:00,2026-01-21 18:39:36,88.6,448,134,149
6159,10113,553,1022,2026-01-21 17:28:00,2026-01-21 18:52:30,84.5,428,112,139
6160,10114,397,1022,2026-01-21 17:26:00,2026-01-21 18:50:30,84.5,428,126,136
6161,10115,333,1022,2026-01-21 17:12:00,2026-01-21 18:41:48,89.8,454,120,154
6162,10116,491,1022,2026-01-21 17:22:00,2026-01-21 18:41:18,79.3,401,124,139
6163,10117,231,1023,2026-01-20 12:17:00,2026-01-20 13:14:18,57.3,609,135,169
6164,10118,237,1023,2026-01-20 12:17:00,2026-01-20 13:07:06,50.1,532,136,153
6165,10119,348,1023,2026-01-20 12:15:00,2026-01-20 13:10:06,55.1,585,123,140
6166,10125,294,1025,2026-01-21 19:40:00,2026-01-21 20:16:54,36.9,442,,142
6167,10126,338,1025,2026-01-21 19:42:00,2026-01-21 20:11:18,29.3,351,131,142
6168,10127,315,1025,2026-01-21 19:31:00,2026-01-21 19:56:24,25.4,304,121,139
6169,10128,597,1025,2026-01-21 19:27:00,2026-01-21 19:53:54,26.9,322,142,166
6170,10129,450,1025,2026-01-21 19:22:00,2026-01-21 19:50:30,28.5,342,140,173
6171,10130,280,1025,2026-01-21 19:28:00,2026-01-21 20:04:48,36.8,441,106,125
6172,10131,430,1025,2026-01-21 19:32:00,2026-01-21 20:06:48,34.8,417,123,139
6173,10132,403,1025,2026-01-21 19:43:00,2026-01-21 20:08:06,25.1,301,136,168
6174,10133,252,1025,2026-01-21 19:30:00,2026-01-21 19:56:12,26.2,314,141,163
6175,10134,246,1025,2026-01-21 19:20:00,2026-01-21 19:53:06,33.1,397,130,158
6176,10135,387,1025,2026-01-21 19:28:00,2026-01-21 19:58:18,30.3,363,138,160
6177,10136,499,1025,2026-01-21 19:21:00,2026-01-21 19:49:54,28.9,346,,157
6178,10138,570,1025,2026-01-21 19:36:00,2026-01-21 20:02:12,26.2,314,120,147
6179,10139,289,1025,2026-01-21 19:45:00,2026-01-21 20:13:36,28.6,343,130,142
6180,10141,491,1025,2026-01-21 19:25:00,2026-01-21 19:58:00,33.0,396,130,155
6181,10142,431,1026,2026-01-24 11:51:00,2026-01-24 12:53:36,62.6,542,123,134
6182,10143,425,1026,2026-01-24 11:48:00,2026-01-24 12:50:36,62.6,542,126,141
6183,10145,350,1026,2026-01-24 11:56:00,2026-01-24 13:08:18,72.3,626,,142
6184,10147,385,1026,2026-01-24 11:37:00,2026-01-24 12:30:54,53.9,467,138,160
6185,10148,320,1026,2026-01-24 11:42:00,2026-01-24 12:44:06,62.1,538,132,147
6186,10149,325,1027,2026-01-21 12:56:00,2026-01-21 14:24:24,88.4,736,122,140
6187,10150,430,1027,2026-01-21 12:36:00,2026-01-21 14:07:24,91.4,761,101,114
6188,10151,270,1027,2026-01-21 12:49:00,2026-01-21 14:17:48,88.8,740,100,111
6189,10152,541,1027,2026-01-21 12:37:00,2026-01-21 14:02:06,85.1,709,139,160
6190,10153,557,1027,2026-01-21 12:45:00,2026-01-21 14:19:12,94.2,785,,169
6191,10156,417,1027,2026-01-21 12:55:00,2026-01-21 14:35:42,100.7,839,117,142
6192,10157,313,1027,2026-01-21 12:48:00,2026-01-21 14:09:36,81.6,679,117,132
6193,10158,562,1027,2026-01-21 12:45:00,2026-01-21 14:21:06,96.1,800,120,150
6194,10159,458,1027,2026-01-21 12:50:00,2026-01-21 14:16:00,86.0,716,138,154
6195,10180,357,1029,2026-01-25 10:24:00,2026-01-25 11:09:12,45.2,636,,155
6196,10181,328,1029,2026-01-25 10:16:00,2026-01-25 11:02:24,46.4,653,141,172
6197,10182,264,1029,2026-01-25 10:08:00,2026-01-25 10:45:00,37.0,521,147,180
6198,10183,285,1029,2026-01-25 10:30:00,2026-01-25 11:17:48,47.8,673,124,137
6199,10184,371,1029,2026-01-25 10:15:00,2026-01-25 11:03:18,48.3,680,113,148
6200,10186,588,1030,2026-01-24 09:53:00,2026-01-24 11:29:48,96.8,887,135,163
6201,10189,496,1030,2026-01-24 10:03:00,2026-01-24 11:39:42,96.7,886,125,151
6202,10190,419,1030,2026-01-24 09:58:00,2026-01-24 11:29:36,91.6,839,110,125
6203,10192,407,1031,2026-01-24 10:09:00,2026-01-24 11:07:36,58.6,351,130,160
6204,10193,231,1031,2026-01-24 10:20:00,2026-01-24 11:20:00,60.0,360,,138
6205,10194,519,1031,2026-01-24 10:17:00,2026-01-24 11:15:06,58.1,348,120,147
6206,10195,247,1031,2026-01-24 10:16:00,2026-01-24 11:16:48,60.8,364,,130
6207,10196,223,1031,2026-01-24 10:17:00,2026-01-24 11:20:00,63.0,378,,142
6208,10229,372,1034,2026-01-23 18:52:00,2026-01-23 19:45:18,53.3,426,137,156
6209,10230,264,1034,2026-01-23 18:49:00,2026-01-23 19:34:24,45.4,363,137,149
6210,10231,339,1034,2026-01-23 18:51:00,2026-01-23 19:38:42,47.7,381,,
6211,10232,268,1034,2026-01-23 18:57:00,2026-01-23 19:43:30,46.5,372,121,141
6212,10233,496,1034,2026-01-23 18:56:00,2026-01-23 19:41:24,45.4,363,137,151
6213,10234,280,1034,2026-01-23 18:45:00,2026-01-23 19:26:12,41.2,329,114,146
6214,10235,445,1034,2026-01-23 18:35:00,2026-01-23 19:08:36,33.6,268,113,124
6215,10236,483,1034,2026-01-23 19:00:00,2026-01-23 19:44:48,44.8,358,134,
6216,10237,575,1034,2026-01-23 18:37:00,2026-01-23 19:17:12,40.2,321,136,146
6217,10238,386,1034,2026-01-23 18:53:00,2026-01-23 19:36:00,43.0,344,136,160
6218,10239,224,1034,2026-01-23 18:53:00,2026-01-23 19:34:36,41.6,332,109,136
6219,10240,226,1035,2026-01-22 19:27:00,2026-01-22 20:13:00,46.0,617,,176
6220,10241,335,1035,2026-01-22 19:26:00,2026-01-22 20:04:06,38.1,511,142,164
6221,10244,355,1036,2026-01-19 17:16:00,2026-01-19 18:39:00,83.0,207,123,
6222,10246,335,1036,2026-01-19 17:08:00,2026-01-19 18:28:06,80.1,200,130,157
6223,10247,416,1036,2026-01-19 17:12:00,2026-01-19 18:32:42,80.7,201,119,
6224,10248,568,1036,2026-01-19 17:09:00,2026-01-19 18:21:12,72.2,180,113,124
6225,10249,332,1036,2026-01-19 17:07:00,2026-01-19 18:15:48,68.8,172,109,
6226,10250,401,1036,2026-01-19 17:10:00,2026-01-19 18:29:30,79.5,198,119,135
6227,10252,282,1036,2026-01-19 17:22:00,2026-01-19 18:40:00,78.0,195,115,143
6228,10253,240,1036,2026-01-19 17:05:00,2026-01-19 18:16:48,71.8,179,130,
6229,10255,469,1037,2026-01-25 12:00:00,2026-01-25 13:03:30,63.5,853,139,172
6230,10257,226,1037,2026-01-25 11:53:00,2026-01-25 12:46:42,53.7,721,,169
6231,10258,313,1038,2026-01-22 12:23:00,2026-01-22 13:42:54,79.9,665,111,146
6232,10259,287,1038,2026-01-22 12:29:00,2026-01-22 13:41:36,72.6,605,134,146
6233,10260,429,1038,2026-01-22 12:22:00,2026-01-22 13:37:54,75.9,632,,141
6234,10261,598,1038,2026-01-22 12:06:00,2026-01-22 13:07:42,61.7,514,,130
6235,10262,325,1038,2026-01-22 12:07:00,2026-01-22 13:30:30,83.5,695,119,
6236,10263,391,1038,2026-01-22 12:23:00,2026-01-22 13:45:54,82.9,690,114,139
6237,10264,417,1038,2026-01-22 12:17:00,2026-01-22 13:23:12,66.2,551,119,131
6238,10265,264,1038,2026-01-22 12:21:00,2026-01-22 13:32:42,71.7,597,132,157
6239,10266,553,1038,2026-01-22 12:19:00,2026-01-22 13:30:30,71.5,595,110,137
6240,10267,294,1038,2026-01-22 12:13:00,2026-01-22 13:33:42,80.7,672,111,132
6241,10268,596,1039,2026-01-25 10:27:00,2026-01-25 11:37:54,70.9,590,115,137
6242,10269,222,1039,2026-01-25 10:14:00,2026-01-25 11:29:24,75.4,628,135,167
6243,10270,323,1039,2026-01-25 10:18:00,2026-01-25 11:41:00,83.0,691,110,133
6244,10271,468,1039,2026-01-25 10:21:00,2026-01-25 11:46:54,85.9,715,137,149
6245,10272,285,1039,2026-01-25 10:13:00,2026-01-25 11:26:00,73.0,608,120,134
6246,10273,296,1039,2026-01-25 10:24:00,2026-01-25 11:35:24,71.4,595,104,
6247,10274,280,1039,2026-01-25 10:29:00,2026-01-25 11:41:18,72.3,602,106,121
6248,10275,491,1039,2026-01-25 10:27:00,2026-01-25 11:47:54,80.9,674,,142
6249,10276,582,1039,2026-01-25 10:08:00,2026-01-25 11:18:30,70.5,587,113,
6250,10277,332,1039,2026-01-25 10:07:00,2026-01-25 11:22:42,75.7,630,115,125
6251,10278,400,1039,2026-01-25 10:08:00,2026-01-25 11:22:06,74.1,617,107,127
6252,10279,458,1039,2026-01-25 10:28:00,2026-01-25 11:43:54,75.9,632,137,148
6253,10280,443,1039,2026-01-25 10:27:00,2026-01-25 11:43:48,76.8,640,117,143
6254,10281,365,1039,2026-01-25 10:15:00,2026-01-25 11:28:24,73.4,611,112,132
6255,10282,452,1039,2026-01-25 10:26:00,2026-01-25 11:42:12,76.2,635,117,128
6256,10283,463,1039,2026-01-25 10:05:00,2026-01-25 11:22:18,77.3,644,98,122
6257,10285,506,1039,2026-01-25 10:27:00,2026-01-25 11:42:48,75.8,631,115,145
6258,10286,227,1039,2026-01-25 10:19:00,2026-01-25 11:34:30,75.5,629,129,149
6259,10288,449,1040,2026-01-20 18:50:00,2026-01-20 20:26:12,96.2,487,117,138
6260,10290,392,1040,2026-01-20 18:43:00,2026-01-20 20:21:54,98.9,501,124,
6261,10292,566,1040,2026-01-20 18:58:00,2026-01-20 20:31:00,93.0,471,,133
6262,10293,458,1040,2026-01-20 18:53:00,2026-01-20 20:24:54,91.9,465,132,147
6263,10294,577,1040,2026-01-20 18:51:00,2026-01-20 20:20:00,89.0,450,124,159
6264,10296,457,1040,2026-01-20 18:43:00,2026-01-20 20:04:48,81.8,414,103,128
6265,10297,549,1040,2026-01-20 18:43:00,2026-01-20 20:11:06,88.1,446,109,122
6266,10298,257,1040,2026-01-20 18:47:00,2026-01-20 20:08:30,81.5,412,127,153
6267,10300,442,1040,2026-01-20 19:00:00,2026-01-20 20:31:48,91.8,465,127,150
6268,10301,511,1040,2026-01-20 18:54:00,2026-01-20 20:34:18,100.3,508,132,
6269,10302,548,1040,2026-01-20 18:50:00,2026-01-20 20:09:54,79.9,404,107,141
6270,10304,305,1040,2026-01-20 18:43:00,2026-01-20 20:04:24,81.4,412,118,132
6271,10305,238,1040,2026-01-20 18:41:00,2026-01-20 20:09:06,88.1,446,114,125
6272,10306,484,1040,2026-01-20 18:38:00,2026-01-20 20:04:30,86.5,438,131,152
6273,10308,491,1040,2026-01-20 18:50:00,2026-01-20 20:29:06,99.1,502,112,147
6274,10309,251,1040,2026-01-20 18:58:00,2026-01-20 20:23:06,85.1,431,132,160
6275,10317,356,1042,2026-01-25 10:02:00,2026-01-25 11:34:12,92.2,845,112,140
6276,10318,581,1042,2026-01-25 09:53:00,2026-01-25 11:31:18,98.3,901,120,144
6277,10319,330,1042,2026-01-25 10:08:00,2026-01-25 11:39:18,91.3,836,111,134
6278,10320,406,1042,2026-01-25 10:11:00,2026-01-25 11:46:12,95.2,872,116,136
6279,10322,345,1043,2026-01-23 17:43:00,2026-01-23 18:38:48,55.8,74,113,129
6280,10323,245,1043,2026-01-23 17:37:00,2026-01-23 18:34:54,57.9,77,122,150
6281,10325,307,1043,2026-01-23 17:54:00,2026-01-23 18:51:42,57.7,76,104,116
6282,10326,284,1043,2026-01-23 17:48:00,2026-01-23 18:51:00,63.0,84,93,126
6283,10327,333,1043,2026-01-23 17:51:00,2026-01-23 18:57:18,66.3,88,116,147
6284,10328,366,1043,2026-01-23 17:45:00,2026-01-23 18:42:00,57.0,76,115,128
6285,10329,543,1043,2026-01-23 17:58:00,2026-01-23 18:56:48,58.8,78,104,139
6286,10330,271,1043,2026-01-23 17:59:00,2026-01-23 19:06:12,67.2,89,106,118
6287,10331,300,1043,2026-01-23 17:40:00,2026-01-23 18:43:24,63.4,84,111,130
6288,10332,353,1043,2026-01-23 17:47:00,2026-01-23 18:36:30,49.5,66,110,123
6289,10333,429,1043,2026-01-23 17:46:00,2026-01-23 18:51:36,65.6,87,101,113
6290,10335,413,1043,2026-01-23 17:46:00,2026-01-23 18:48:06,62.1,82,103,123
6291,10336,315,1043,2026-01-23 17:58:00,2026-01-23 18:52:30,54.5,72,101,133
6292,10338,385,1044,2026-01-20 12:07:00,2026-01-20 13:22:36,75.6,604,,162
6293,10339,431,1044,2026-01-20 12:15:00,2026-01-20 13:25:00,70.0,560,124,
6294,10340,229,1044,2026-01-20 12:17:00,2026-01-20 13:26:42,69.7,557,127,153
6295,10343,258,1044,2026-01-20 12:08:00,2026-01-20 13:18:48,70.8,566,,131
6296,10344,422,1044,2026-01-20 12:22:00,2026-01-20 13:33:54,71.9,575,140,175
6297,10345,333,1044,2026-01-20 12:18:00,2026-01-20 13:26:06,68.1,544,131,155
6298,10347,309,1044,2026-01-20 12:30:00,2026-01-20 13:44:00,74.0,592,136,167
6299,10348,471,1044,2026-01-20 12:29:00,2026-01-20 13:45:36,76.6,612,132,
6300,10349,392,1045,2026-01-22 11:50:00,2026-01-22 12:35:30,45.5,500,,149
6301,10350,297,1045,2026-01-22 12:09:00,2026-01-22 12:45:00,36.0,396,135,167
6302,10351,315,1045,2026-01-22 12:00:00,2026-01-22 12:44:24,44.4,488,126,
6303,10352,222,1045,2026-01-22 12:12:00,2026-01-22 12:59:42,47.7,524,137,163
6304,10353,292,1045,2026-01-22 12:13:00,2026-01-22 12:50:12,37.2,409,116,136
6305,10354,361,1046,2026-01-19 19:19:00,2026-01-19 20:02:18,43.3,324,130,160
6306,10355,305,1046,2026-01-19 19:19:00,2026-01-19 20:05:30,46.5,348,134,156
6307,10356,236,1046,2026-01-19 19:29:00,2026-01-19 20:15:42,46.7,350,117,137
6308,10357,459,1046,2026-01-19 19:24:00,2026-01-19 20:15:12,51.2,384,106,129
6309,10358,224,1047,2026-01-23 12:39:00,2026-01-23 14:28:24,109.4,911,108,121
6310,10359,257,1047,2026-01-23 12:37:00,2026-01-23 14:27:12,110.2,918,123,144
6311,10360,330,1047,2026-01-23 12:36:00,2026-01-23 14:21:18,105.3,877,122,137
6312,10362,525,1047,2026-01-23 12:32:00,2026-01-23 14:08:36,96.6,804,124,149
6313,10363,394,1047,2026-01-23 12:37:00,2026-01-23 14:17:00,100.0,833,129,147
6314,10378,508,1049,2026-01-22 18:45:00,2026-01-22 19:28:18,43.3,502,127,149
6315,10379,535,1049,2026-01-22 18:55:00,2026-01-22 19:35:12,40.2,466,118,
6316,10380,347,1049,2026-01-22 18:57:00,2026-01-22 19:34:00,37.0,429,143,174
6317,10381,235,1050,2026-01-19 12:41:00,2026-01-19 13:48:18,67.3,560,130,153
