ranglijst_id,organisatie_id,medewerker_id,week_startdatum,rang,totaal_punten,activiteiten_bijgewoond,actieve_minuten
661,2,427,2025-12-22,1,199,3,245
662,2,419,2025-12-22,2,196,3,230
663,2,466,2025-12-22,3,188,3,190
664,2,251,2025-12-22,4,185,3,177
665,2,403,2025-12-22,5,183,3,166
666,2,362,2025-12-22,6,144,2,220
667,2,370,2025-12-22,7,143,2,218
668,2,355,2025-12-22,8,137,2,189
669,2,280,2025-12-22,9,136,2,180
670,2,443,2025-12-22,10,135,2,179
671,2,477,2025-12-22,11,131,2,155
672,2,226,2025-12-22,12,129,2,146
673,2,530,2025-12-22,13,129,2,149
674,2,284,2025-12-22,14,127,2,137
675,2,300,2025-12-22,15,126,2,131
676,2,549,2025-12-22,16,125,2,128
677,2,269,2025-12-22,17,124,2,124
678,2,495,2025-12-22,18,124,2,124
679,2,333,2025-12-22,19,122,2,110
680,2,400,2025-12-22,20,122,2,111
681,2,508,2025-12-29,1,248,4,241
682,2,367,2025-12-29,2,178,3,143
683,2,525,2025-12-29,3,126,2,133
684,2,355,2025-12-29,4,125,2,126
685,2,597,2025-12-29,5,124,2,122
686,2,301,2025-12-29,6,122,2,110
687,2,338,2025-12-29,7,122,2,110
688,2,542,2025-12-29,8,122,2,110
689,2,595,2025-12-29,9,122,2,112
690,2,532,2025-12-29,10,121,2,109
691,2,240,2025-12-29,11,119,2,96
692,2,263,2025-12-29,12,118,2,93
693,2,394,2025-12-29,13,118,2,91
694,2,347,2025-12-29,14,115,2,78
695,2,325,2025-12-29,15,68,1,90
696,2,361,2025-12-29,16,68,1,92
697,2,422,2025-12-29,17,68,1,90
698,2,481,2025-12-29,18,68,1,93
699,2,575,2025-12-29,19,68,1,93
700,2,267,2025-12-29,20,67,1,85
701,2,224,2026-01-05,1,326,5,381
702,2,241,2026-01-05,2,322,5,362
703,2,318,2026-01-05,3,264,4,323
704,2,481,2026-01-05,4,261,4,307
705,2,392,2026-01-05,5,257,4,286
706,2,325,2026-01-05,6,255,4,277
707,2,573,2026-01-05,7,252,4,263
708,2,240,2026-01-05,8,251,4,256
709,2,271,2026-01-05,9,250,4,250
710,2,267,2026-01-05,10,249,4,247
711,2,319,2026-01-05,11,247,4,235
712,2,407,2026-01-05,12,247,4,239
713,2,329,2026-01-05,13,237,4,188
714,2,596,2026-01-05,14,208,3,290
715,2,237,2026-01-05,15,206,3,283
716,2,525,2026-01-05,16,202,3,264
717,2,313,2026-01-05,17,201,3,255
718,2,568,2026-01-05,18,201,3,259
719,2,380,2026-01-05,19,195,3,227
720,2,335,2026-01-05,20,194,3,223
721,2,401,2026-01-12,1,377,6,386
722,2,271,2026-01-12,2,326,5,381
723,2,339,2026-01-12,3,325,5,378
724,2,562,2026-01-12,4,304,5,270
725,2,406,2026-01-12,5,274,4,371
726,2,400,2026-01-12,6,261,4,309
727,2,491,2026-01-12,7,261,4,307
728,2,422,2026-01-12,8,256,4,284
729,2,528,2026-01-12,9,256,4,280
730,2,558,2026-01-12,10,254,4,274
731,2,238,2026-01-12,11,251,4,255
732,2,357,2026-01-12,12,250,4,253
733,2,458,2026-01-12,13,246,4,233
734,2,496,2026-01-12,14,206,3,283
735,2,468,2026-01-12,15,202,3,260
736,2,338,2026-01-12,16,200,3,250
737,2,449,2026-01-12,17,199,3,248
738,2,503,2026-01-12,18,199,3,248
739,2,525,2026-01-12,19,197,3,236
740,2,598,2026-01-12,20,197,3,236
741,2,491,2026-01-19,1,382,6,411
742,2,333,2026-01-19,2,331,5,409
743,2,403,2026-01-19,3,313,5,317
744,2,280,2026-01-19,4,254,4,274
745,2,231,2026-01-19,5,250,4,251
746,2,271,2026-01-19,6,203,3,266
747,2,457,2026-01-19,7,203,3,265
748,2,330,2026-01-19,8,201,3,257
749,2,391,2026-01-19,9,200,3,250
750,2,458,2026-01-19,10,200,3,253
751,2,313,2026-01-19,11,199,3,249
752,2,484,2026-01-19,12,198,3,241
753,2,417,2026-01-19,13,196,3,233
754,2,222,2026-01-19,14,193,3,215
755,2,230,2026-01-19,15,192,3,212
756,2,284,2026-01-19,16,192,3,212
757,2,258,2026-01-19,17,190,3,200
758,2,575,2026-01-19,18,190,3,204
759,2,335,2026-01-19,19,189,3,198
760,2,294,2026-01-19,20,188,3,192
761,2,365,2026-01-26,1,318,5,340
762,2,394,2026-01-26,2,254,4,270
763,2,404,2026-01-26,3,249,4,247
764,2,484,2026-01-26,4,244,4,222
765,2,568,2026-01-26,5,235,4,179
766,2,316,2026-01-26,6,199,3,249
767,2,511,2026-01-26,7,198,3,240
768,2,548,2026-01-26,8,198,3,242
769,2,261,2026-01-26,9,197,3,239
770,2,457,2026-01-26,10,195,3,225
771,2,422,2026-01-26,11,194,3,221
772,2,562,2026-01-26,12,194,3,221
773,2,333,2026-01-26,13,193,3,218
774,2,503,2026-01-26,14,192,3,210
775,2,284,2026-01-26,15,191,3,209
776,2,450,2026-01-26,16,188,3,194
777,2,367,2026-01-26,17,186,3,182
778,2,337,2026-01-26,18,185,3,177
779,2,493,2026-01-26,19,185,3,179
780,2,428,2026-01-26,20,182,3,163
781,2,523,2026-02-02,1,262,4,313
782,2,237,2026-02-02,2,256,4,284
783,2,413,2026-02-02,3,254,4,270
784,2,427,2026-02-02,4,248,4,244
785,2,562,2026-02-02,5,246,4,232
786,2,513,2026-02-02,6,234,4,171
787,2,503,2026-02-02,7,201,3,259
788,2,249,2026-02-02,8,200,3,250
789,2,559,2026-02-02,9,199,3,245
790,2,312,2026-02-02,10,198,3,240
791,2,445,2026-02-02,11,198,3,241
792,2,230,2026-02-02,12,195,3,228
793,2,374,2026-02-02,13,194,3,223
794,2,493,2026-02-02,14,194,3,224
795,2,468,2026-02-02,15,193,3,218
796,2,346,2026-02-02,16,190,3,204
797,2,466,2026-02-02,17,190,3,202
798,2,223,2026-02-02,18,189,3,199
799,2,361,2026-02-02,19,189,3,196
800,2,366,2026-02-02,20,188,3,190
801,2,588,2026-02-09,1,334,5,424
802,2,330,2026-02-09,2,261,4,307
803,2,396,2026-02-09,3,257,4,285
804,2,516,2026-02-09,4,257,4,288
805,2,568,2026-02-09,5,257,4,288
806,2,531,2026-02-09,6,256,4,283
807,2,279,2026-02-09,7,210,3,300
808,2,489,2026-02-09,8,208,3,293
809,2,392,2026-02-09,9,202,3,261
810,2,430,2026-02-09,10,201,3,257
811,2,368,2026-02-09,11,200,3,253
812,2,335,2026-02-09,12,195,3,228
813,2,496,2026-02-09,13,195,3,228
814,2,240,2026-02-09,14,193,3,218
815,2,429,2026-02-09,15,193,3,216
816,2,323,2026-02-09,16,187,3,188
817,2,444,2026-02-09,17,184,3,174
818,2,293,2026-02-09,18,182,3,163
819,2,387,2026-02-09,19,181,3,158
820,2,370,2026-02-09,20,140,2,200
821,2,372,2026-02-16,1,309,5,299
822,2,295,2026-02-16,2,258,4,292
823,2,237,2026-02-16,3,203,3,269
824,2,473,2026-02-16,4,194,3,224
825,2,284,2026-02-16,5,191,3,208
826,2,413,2026-02-16,6,191,3,206
827,2,515,2026-02-16,7,187,3,187
828,2,330,2026-02-16,8,185,3,176
829,2,523,2026-02-16,9,185,3,177
830,2,595,2026-02-16,10,182,3,163
831,2,569,2026-02-16,11,179,3,145
832,2,249,2026-02-16,12,176,3,133
833,2,345,2026-02-16,13,132,2,162
834,2,587,2026-02-16,14,132,2,162
835,2,338,2026-02-16,15,131,2,156
836,2,333,2026-02-16,16,130,2,154
837,2,306,2026-02-16,17,129,2,147
838,2,422,2026-02-16,18,129,2,146
839,2,525,2026-02-16,19,129,2,148
840,2,584,2026-02-16,20,129,2,149
841,2,450,2026-02-23,1,259,4,297
842,2,236,2026-02-23,2,258,4,291
843,2,510,2026-02-23,3,250,4,253
844,2,387,2026-02-23,4,247,4,239
845,2,488,2026-02-23,5,246,4,233
846,2,511,2026-02-23,6,240,4,202
847,2,429,2026-02-23,7,203,3,268
848,2,394,2026-02-23,8,197,3,239
849,2,393,2026-02-23,9,192,3,214
850,2,499,2026-02-23,10,190,3,202
851,2,566,2026-02-23,11,190,3,203
852,2,495,2026-02-23,12,189,3,197
853,2,562,2026-02-23,13,189,3,196
854,2,247,2026-02-23,14,188,3,193
855,2,280,2026-02-23,15,187,3,188
856,2,337,2026-02-23,16,187,3,189
857,2,305,2026-02-23,17,186,3,182
858,2,329,2026-02-23,18,186,3,182
859,2,424,2026-02-23,19,185,3,178
860,2,519,2026-02-23,20,185,3,179
861,2,337,2026-03-02,1,322,5,360
862,2,280,2026-03-02,2,320,5,351
863,2,365,2026-03-02,3,314,5,324
864,2,394,2026-03-02,4,260,4,304
865,2,325,2026-03-02,5,259,4,296
866,2,221,2026-03-02,6,257,4,288
867,2,346,2026-03-02,7,253,4,266
868,2,581,2026-03-02,8,251,4,259
869,2,308,2026-03-02,9,246,4,234
870,2,391,2026-03-02,10,240,4,204
871,2,271,2026-03-02,11,205,3,278
872,2,230,2026-03-02,12,202,3,264
873,2,370,2026-03-02,13,201,3,257
874,2,328,2026-03-02,14,197,3,236
875,2,435,2026-03-02,15,197,3,238
876,2,491,2026-03-02,16,194,3,220
877,2,222,2026-03-02,17,193,3,216
878,2,383,2026-03-02,18,193,3,216
879,2,443,2026-03-02,19,193,3,218
880,2,385,2026-03-02,20,192,3,211
881,2,295,2026-03-09,1,259,4,295
882,2,555,2026-03-09,2,251,4,256
883,2,383,2026-03-09,3,250,4,252
884,2,567,2026-03-09,4,246,4,234
885,2,278,2026-03-09,5,245,4,229
886,2,557,2026-03-09,6,245,4,227
887,2,541,2026-03-09,7,244,4,223
888,2,593,2026-03-09,8,240,4,203
889,2,438,2026-03-09,9,200,3,252
890,2,361,2026-03-09,10,197,3,235
891,2,365,2026-03-09,11,194,3,221
892,2,506,2026-03-09,12,193,3,216
893,2,559,2026-03-09,13,192,3,211
894,2,325,2026-03-09,14,189,3,196
895,2,468,2026-03-09,15,188,3,190
896,2,346,2026-03-09,16,185,3,178
897,2,347,2026-03-09,17,185,3,179
898,2,226,2026-03-09,18,184,3,174
899,2,416,2026-03-09,19,184,3,174
900,2,311,2026-03-09,20,183,3,166
901,2,367,2026-03-16,1,385,6,429
902,2,333,2026-03-16,2,381,6,408
903,2,537,2026-03-16,3,325,5,378
904,2,280,2026-03-16,4,306,5,280
905,2,311,2026-03-16,5,299,5,245
906,2,397,2026-03-16,6,260,4,304
907,2,293,2026-03-16,7,255,4,279
908,2,566,2026-03-16,8,253,4,266
909,2,539,2026-03-16,9,250,4,253
910,2,549,2026-03-16,10,249,4,249
911,2,231,2026-03-16,11,246,4,234
912,2,581,2026-03-16,12,246,4,233
913,2,368,2026-03-16,13,245,4,228
914,2,295,2026-03-16,14,242,4,213
915,2,455,2026-03-16,15,240,4,201
916,2,408,2026-03-16,16,233,4,165
917,2,577,2026-03-16,17,197,3,238
918,2,431,2026-03-16,18,195,3,226
919,2,227,2026-03-16,19,192,3,213
920,2,459,2026-03-16,20,191,3,209
921,2,488,2026-03-23,1,379,6,396
922,2,573,2026-03-23,2,295,5,227
923,2,262,2026-03-23,3,258,4,292
924,2,402,2026-03-23,4,256,4,280
925,2,479,2026-03-23,5,252,4,260
926,2,329,2026-03-23,6,250,4,253
927,2,530,2026-03-23,7,250,4,251
928,2,452,2026-03-23,8,249,4,249
929,2,337,2026-03-23,9,248,4,244
930,2,436,2026-03-23,10,248,4,244
931,2,366,2026-03-23,11,231,4,156
932,2,401,2026-03-23,12,229,4,147
933,2,333,2026-03-23,13,204,3,272
934,2,443,2026-03-23,14,201,3,257
935,2,419,2026-03-23,15,200,3,253
936,2,537,2026-03-23,16,199,3,246
937,2,313,2026-03-23,17,195,3,226
938,2,416,2026-03-23,18,193,3,217
939,2,318,2026-03-23,19,191,3,206
940,2,368,2026-03-23,20,191,3,207
941,2,361,2026-03-30,1,375,6,377
942,2,474,2026-03-30,2,326,5,383
943,2,493,2026-03-30,3,316,5,331
944,2,507,2026-03-30,4,316,5,330
945,2,335,2026-03-30,5,307,5,285
946,2,548,2026-03-30,6,278,4,392
947,2,230,2026-03-30,7,260,4,304
948,2,390,2026-03-30,8,252,4,260
949,2,557,2026-03-30,9,252,4,264
950,2,267,2026-03-30,10,246,4,233
951,2,366,2026-03-30,11,244,4,224
952,2,334,2026-03-30,12,241,4,206
953,2,367,2026-03-30,13,233,4,168
954,2,492,2026-03-30,14,233,4,168
955,2,572,2026-03-30,15,209,3,298
956,2,245,2026-03-30,16,203,3,266
957,2,242,2026-03-30,17,201,3,256
958,2,380,2026-03-30,18,199,3,247
959,2,496,2026-03-30,19,199,3,246
960,2,523,2026-03-30,20,197,3,238
961,2,367,2026-04-06,1,360,6,301
962,2,341,2026-04-06,2,325,5,377
963,2,431,2026-04-06,3,304,5,271
964,2,429,2026-04-06,4,274,4,371
965,2,585,2026-04-06,5,259,4,298
966,2,221,2026-04-06,6,258,4,290
967,2,381,2026-04-06,7,257,4,287
968,2,526,2026-04-06,8,255,4,277
969,2,262,2026-04-06,9,251,4,258
970,2,375,2026-04-06,10,250,4,252
971,2,495,2026-04-06,11,248,4,241
972,2,417,2026-04-06,12,203,3,269
973,2,313,2026-04-06,13,199,3,247
974,2,535,2026-04-06,14,195,3,227
975,2,452,2026-04-06,15,191,3,205
976,2,492,2026-04-06,16,188,3,192
977,2,494,2026-04-06,17,188,3,190
978,2,561,2026-04-06,18,188,3,193
979,2,480,2026-04-06,19,187,3,185
980,2,582,2026-04-06,20,186,3,180
981,2,361,2026-04-13,1,314,5,322
982,2,288,2026-04-13,2,259,4,298
983,2,543,2026-04-13,3,257,4,285
984,2,520,2026-04-13,4,256,4,281
985,2,350,2026-04-13,5,249,4,246
986,2,284,2026-04-13,6,248,4,241
987,2,429,2026-04-13,7,243,4,218
988,2,515,2026-04-13,8,202,3,262
989,2,313,2026-04-13,9,200,3,250
990,2,368,2026-04-13,10,199,3,248
991,2,553,2026-04-13,11,199,3,247
992,2,339,2026-04-13,12,198,3,241
993,2,318,2026-04-13,13,195,3,228
994,2,494,2026-04-13,14,194,3,224
995,2,240,2026-04-13,15,193,3,219
996,2,548,2026-04-13,16,193,3,219
997,2,459,2026-04-13,17,192,3,211
998,2,524,2026-04-13,18,191,3,205
999,2,455,2026-04-13,19,190,3,200
1000,2,456,2026-04-13,20,190,3,204
1001,2,273,2026-04-20,1,370,6,353
1002,2,325,2026-04-20,2,321,5,359
1003,2,371,2026-04-20,3,264,4,321
1004,2,570,2026-04-20,4,255,4,276
1005,2,507,2026-04-20,5,254,4,273
1006,2,526,2026-04-20,6,249,4,249
1007,2,525,2026-04-20,7,247,4,239
1008,2,343,2026-04-20,8,246,4,231
1009,2,455,2026-04-20,9,245,4,229
1010,2,509,2026-04-20,10,243,4,219
1011,2,305,2026-04-20,11,242,4,210
1012,2,390,2026-04-20,12,240,4,203
1013,2,543,2026-04-20,13,239,4,199
1014,2,391,2026-04-20,14,203,3,268
1015,2,386,2026-04-20,15,196,3,232
1016,2,481,2026-04-20,16,194,3,224
1017,2,292,2026-04-20,17,193,3,218
1018,2,434,2026-04-20,18,193,3,217
1019,2,300,2026-04-20,19,190,3,200
1020,2,572,2026-04-20,20,188,3,193
1021,2,222,2026-04-27,1,312,5,313
1022,2,345,2026-04-27,2,299,5,246
1023,2,526,2026-04-27,3,261,4,305
1024,2,536,2026-04-27,4,258,4,290
1025,2,323,2026-04-27,5,255,4,277
1026,2,365,2026-04-27,6,255,4,275
1027,2,429,2026-04-27,7,255,4,275
1028,2,279,2026-04-27,8,249,4,248
1029,2,559,2026-04-27,9,248,4,243
1030,2,308,2026-04-27,10,247,4,239
1031,2,519,2026-04-27,11,247,4,239
1032,2,343,2026-04-27,12,245,4,227
1033,2,367,2026-04-27,13,245,4,226
1034,2,581,2026-04-27,14,243,4,215
1035,2,362,2026-04-27,15,242,4,214
1036,2,450,2026-04-27,16,240,4,203
1037,2,309,2026-04-27,17,232,4,163
1038,2,509,2026-04-27,18,198,3,240
1039,2,394,2026-04-27,19,197,3,235
1040,2,422,2026-04-27,20,197,3,236
1041,3,605,2025-11-03,1,247,4,239
1042,3,870,2025-11-03,2,241,4,208
1043,3,723,2025-11-03,3,193,3,216
1044,3,658,2025-11-03,4,186,3,180
1045,3,822,2025-11-03,5,185,3,179
1046,3,824,2025-11-03,6,185,3,179
1047,3,920,2025-11-03,7,182,3,162
1048,3,704,2025-11-03,8,181,3,158
1049,3,708,2025-11-03,9,180,3,150
1050,3,607,2025-11-03,10,174,3,123
1051,3,784,2025-11-03,11,169,3,98
1052,3,668,2025-11-03,12,168,3,92
1053,3,900,2025-11-03,13,133,2,169
1054,3,817,2025-11-03,14,132,2,164
1055,3,912,2025-11-03,15,130,2,153
1056,3,799,2025-11-03,16,128,2,143
1057,3,604,2025-11-03,17,127,2,138
1058,3,701,2025-11-03,18,125,2,126
1059,3,725,2025-11-03,19,125,2,129
1060,3,916,2025-11-03,20,124,2,122
1061,3,885,2025-11-10,1,261,4,309
1062,3,753,2025-11-10,2,193,3,216
1063,3,861,2025-11-10,3,189,3,196
1064,3,681,2025-11-10,4,182,3,161
1065,3,621,2025-11-10,5,181,3,157
1066,3,847,2025-11-10,6,181,3,158
1067,3,723,2025-11-10,7,179,3,149
1068,3,905,2025-11-10,8,179,3,147
1069,3,804,2025-11-10,9,178,3,142
1070,3,912,2025-11-10,10,173,3,119
1071,3,664,2025-11-10,11,145,2,228
1072,3,677,2025-11-10,12,143,2,217
1073,3,731,2025-11-10,13,142,2,210
1074,3,776,2025-11-10,14,138,2,194
1075,3,665,2025-11-10,15,134,2,173
1076,3,915,2025-11-10,16,133,2,166
1077,3,697,2025-11-10,17,132,2,163
1078,3,832,2025-11-10,18,132,2,160
1079,3,612,2025-11-10,19,131,2,155
1080,3,696,2025-11-10,20,130,2,154
1081,3,716,2025-11-17,1,254,4,270
1082,3,724,2025-11-17,2,240,4,200
1083,3,759,2025-11-17,3,195,3,227
1084,3,877,2025-11-17,4,195,3,225
1085,3,916,2025-11-17,5,194,3,224
1086,3,699,2025-11-17,6,190,3,203
1087,3,726,2025-11-17,7,190,3,203
1088,3,738,2025-11-17,8,187,3,187
1089,3,662,2025-11-17,9,185,3,176
1090,3,758,2025-11-17,10,183,3,169
1091,3,629,2025-11-17,11,182,3,163
1092,3,640,2025-11-17,12,181,3,158
1093,3,733,2025-11-17,13,180,3,154
1094,3,804,2025-11-17,14,179,3,145
1095,3,732,2025-11-17,15,178,3,140
1096,3,785,2025-11-17,16,178,3,144
1097,3,906,2025-11-17,17,136,2,183
1098,3,770,2025-11-17,18,131,2,158
1099,3,655,2025-11-17,19,130,2,151
1100,3,692,2025-11-17,20,129,2,146
1101,3,802,2025-11-24,1,309,5,299
1102,3,817,2025-11-24,2,270,4,350
1103,3,636,2025-11-24,3,210,3,302
1104,3,682,2025-11-24,4,204,3,270
1105,3,692,2025-11-24,5,197,3,236
1106,3,723,2025-11-24,6,196,3,230
1107,3,784,2025-11-24,7,186,3,180
1108,3,753,2025-11-24,8,182,3,160
1109,3,796,2025-11-24,9,182,3,160
1110,3,867,2025-11-24,10,144,2,223
1111,3,906,2025-11-24,11,140,2,204
1112,3,915,2025-11-24,12,139,2,198
1113,3,655,2025-11-24,13,135,2,176
1114,3,831,2025-11-24,14,134,2,170
1115,3,837,2025-11-24,15,134,2,173
1116,3,801,2025-11-24,16,131,2,157
1117,3,858,2025-11-24,17,131,2,155
1118,3,621,2025-11-24,18,130,2,151
1119,3,704,2025-11-24,19,130,2,153
1120,3,794,2025-11-24,20,129,2,146
1121,3,685,2025-12-01,1,256,4,283
1122,3,795,2025-12-01,2,195,3,229
1123,3,635,2025-12-01,3,194,3,221
1124,3,723,2025-12-01,4,193,3,219
1125,3,701,2025-12-01,5,188,3,193
1126,3,726,2025-12-01,6,186,3,183
1127,3,671,2025-12-01,7,182,3,161
1128,3,753,2025-12-01,8,173,3,117
1129,3,861,2025-12-01,9,131,2,157
1130,3,758,2025-12-01,10,130,2,151
1131,3,625,2025-12-01,11,129,2,147
1132,3,725,2025-12-01,12,129,2,148
1133,3,785,2025-12-01,13,129,2,148
1134,3,832,2025-12-01,14,129,2,146
1135,3,859,2025-12-01,15,128,2,140
1136,3,853,2025-12-01,16,126,2,130
1137,3,630,2025-12-01,17,125,2,125
1138,3,659,2025-12-01,18,125,2,129
1139,3,669,2025-12-01,19,125,2,126
1140,3,910,2025-12-01,20,125,2,125
1141,3,702,2025-12-08,1,384,6,424
1142,3,681,2025-12-08,2,301,5,256
1143,3,708,2025-12-08,3,259,4,296
1144,3,861,2025-12-08,4,248,4,244
1145,3,900,2025-12-08,5,196,3,234
1146,3,621,2025-12-08,6,191,3,207
1147,3,716,2025-12-08,7,191,3,209
1148,3,830,2025-12-08,8,191,3,205
1149,3,726,2025-12-08,9,188,3,192
1150,3,915,2025-12-08,10,187,3,189
1151,3,650,2025-12-08,11,185,3,179
1152,3,655,2025-12-08,12,184,3,174
1153,3,906,2025-12-08,13,139,2,196
1154,3,682,2025-12-08,14,133,2,167
1155,3,837,2025-12-08,15,133,2,167
1156,3,671,2025-12-08,16,132,2,160
1157,3,784,2025-12-08,17,132,2,160
1158,3,612,2025-12-08,18,131,2,156
1159,3,905,2025-12-08,19,130,2,150
1160,3,662,2025-12-08,20,127,2,139
1161,3,668,2025-12-15,1,316,5,331
1162,3,832,2025-12-15,2,304,5,270
1163,3,912,2025-12-15,3,237,4,189
1164,3,770,2025-12-15,4,190,3,202
1165,3,689,2025-12-15,5,189,3,198
1166,3,708,2025-12-15,6,188,3,191
1167,3,645,2025-12-15,7,186,3,181
1168,3,824,2025-12-15,8,186,3,184
1169,3,701,2025-12-15,9,185,3,176
1170,3,681,2025-12-15,10,184,3,170
1171,3,726,2025-12-15,11,184,3,172
1172,3,796,2025-12-15,12,183,3,169
1173,3,866,2025-12-15,13,183,3,168
1174,3,759,2025-12-15,14,129,2,145
1175,3,615,2025-12-15,15,128,2,143
1176,3,744,2025-12-15,16,127,2,135
1177,3,841,2025-12-15,17,127,2,138
1178,3,863,2025-12-15,18,127,2,139
1179,3,720,2025-12-15,19,126,2,132
1180,3,855,2025-12-15,20,126,2,132
1181,3,761,2025-12-22,1,184,3,171
1182,3,792,2025-12-22,2,125,2,129
1183,3,816,2025-12-22,3,125,2,127
1184,3,832,2025-12-22,4,124,2,123
1185,3,796,2025-12-22,5,122,2,112
1186,3,872,2025-12-22,6,121,2,105
1187,3,892,2025-12-22,7,121,2,107
1188,3,635,2025-12-22,8,120,2,102
1189,3,724,2025-12-22,9,120,2,102
1190,3,731,2025-12-22,10,120,2,101
1191,3,817,2025-12-22,11,120,2,102
1192,3,850,2025-12-22,12,118,2,91
1193,3,910,2025-12-22,13,65,1,76
1194,3,795,2025-12-22,14,64,1,74
1195,3,812,2025-12-22,15,64,1,74
1196,3,814,2025-12-22,16,63,1,66
1197,3,914,2025-12-22,17,63,1,67
1198,3,607,2025-12-22,18,62,1,60
1199,3,612,2025-12-22,19,62,1,63
1200,3,723,2025-12-22,20,62,1,60
1201,3,877,2025-12-29,1,197,3,239
1202,3,861,2025-12-29,2,136,2,182
1203,3,901,2025-12-29,3,136,2,184
1204,3,687,2025-12-29,4,135,2,179
1205,3,892,2025-12-29,5,135,2,175
1206,3,717,2025-12-29,6,132,2,164
1207,3,850,2025-12-29,7,132,2,160
1208,3,743,2025-12-29,8,131,2,157
1209,3,802,2025-12-29,9,129,2,146
1210,3,655,2025-12-29,10,127,2,136
1211,3,692,2025-12-29,11,70,1,100
1212,3,770,2025-12-29,12,69,1,96
1213,3,776,2025-12-29,13,69,1,96
1214,3,792,2025-12-29,14,69,1,95
1215,3,875,2025-12-29,15,69,1,95
1216,3,624,2025-12-29,16,68,1,92
1217,3,640,2025-12-29,17,68,1,93
1218,3,702,2025-12-29,18,68,1,92
1219,3,744,2025-12-29,19,68,1,92
1220,3,824,2025-12-29,20,68,1,94
1221,3,908,2026-01-05,1,425,7,375
1222,3,650,2026-01-05,2,318,5,342
1223,3,919,2026-01-05,3,252,4,263
1224,3,888,2026-01-05,4,249,4,245
1225,3,716,2026-01-05,5,243,4,219
1226,3,776,2026-01-05,6,194,3,223
1227,3,815,2026-01-05,7,194,3,224
1228,3,625,2026-01-05,8,193,3,219
1229,3,665,2026-01-05,9,193,3,217
1230,3,737,2026-01-05,10,189,3,198
1231,3,773,2026-01-05,11,187,3,185
1232,3,659,2026-01-05,12,186,3,184
1233,3,875,2026-01-05,13,186,3,180
1234,3,616,2026-01-05,14,185,3,175
1235,3,708,2026-01-05,15,185,3,178
1236,3,802,2026-01-05,16,184,3,170
1237,3,803,2026-01-05,17,183,3,167
1238,3,784,2026-01-05,18,181,3,155
1239,3,636,2026-01-05,19,180,3,154
1240,3,670,2026-01-05,20,179,3,145
1241,3,859,2026-01-12,1,312,5,313
1242,3,615,2026-01-12,2,257,4,286
1243,3,656,2026-01-12,3,256,4,284
1244,3,867,2026-01-12,4,202,3,260
1245,3,768,2026-01-12,5,198,3,243
1246,3,729,2026-01-12,6,197,3,237
1247,3,769,2026-01-12,7,197,3,237
1248,3,803,2026-01-12,8,195,3,225
1249,3,720,2026-01-12,9,192,3,210
1250,3,726,2026-01-12,10,191,3,209
1251,3,602,2026-01-12,11,190,3,200
1252,3,884,2026-01-12,12,190,3,202
1253,3,710,2026-01-12,13,189,3,198
1254,3,877,2026-01-12,14,189,3,197
1255,3,900,2026-01-12,15,189,3,198
1256,3,914,2026-01-12,16,189,3,195
1257,3,723,2026-01-12,17,188,3,194
1258,3,625,2026-01-12,18,186,3,180
1259,3,621,2026-01-12,19,185,3,179
1260,3,701,2026-01-12,20,184,3,173
1261,3,616,2026-01-19,1,308,5,290
1262,3,758,2026-01-19,2,258,4,290
1263,3,611,2026-01-19,3,253,4,268
1264,3,667,2026-01-19,4,248,4,244
1265,3,911,2026-01-19,5,200,3,254
1266,3,773,2026-01-19,6,195,3,229
1267,3,708,2026-01-19,7,194,3,223
1268,3,770,2026-01-19,8,193,3,216
1269,3,816,2026-01-19,9,188,3,193
1270,3,776,2026-01-19,10,186,3,183
1271,3,699,2026-01-19,11,182,3,161
1272,3,785,2026-01-19,12,180,3,153
1273,3,912,2026-01-19,13,179,3,147
1274,3,612,2026-01-19,14,135,2,175
1275,3,803,2026-01-19,15,134,2,173
1276,3,815,2026-01-19,16,134,2,170
1277,3,603,2026-01-19,17,133,2,165
1278,3,702,2026-01-19,18,133,2,168
1279,3,722,2026-01-19,19,133,2,165
1280,3,617,2026-01-19,20,132,2,163
1281,3,790,2026-01-26,1,299,5,245
1282,3,615,2026-01-26,2,254,4,272
1283,3,872,2026-01-26,3,250,4,251
1284,3,725,2026-01-26,4,244,4,222
1285,3,746,2026-01-26,5,199,3,245
1286,3,896,2026-01-26,6,195,3,229
1287,3,604,2026-01-26,7,194,3,220
1288,3,733,2026-01-26,8,193,3,219
1289,3,803,2026-01-26,9,193,3,216
1290,3,845,2026-01-26,10,193,3,215
1291,3,708,2026-01-26,11,188,3,194
1292,3,798,2026-01-26,12,188,3,194
1293,3,650,2026-01-26,13,187,3,188
1294,3,834,2026-01-26,14,187,3,188
1295,3,762,2026-01-26,15,183,3,166
1296,3,853,2026-01-26,16,182,3,161
1297,3,917,2026-01-26,17,182,3,160
1298,3,830,2026-01-26,18,181,3,158
1299,3,668,2026-01-26,19,180,3,154
1300,3,870,2026-01-26,20,177,3,136
1301,3,815,2026-02-02,1,322,5,360
1302,3,830,2026-02-02,2,312,5,311
1303,3,896,2026-02-02,3,246,4,234
1304,3,787,2026-02-02,4,245,4,226
1305,3,887,2026-02-02,5,230,4,151
1306,3,834,2026-02-02,6,192,3,210
1307,3,702,2026-02-02,7,191,3,208
1308,3,722,2026-02-02,8,190,3,200
1309,3,840,2026-02-02,9,190,3,200
