tag_id,activiteit_id,tag
2803,1562,hoge-intensiteit
2804,1562,weekend
2805,1563,lunchpauze
2806,1563,teambuilding
2807,1563,competitief
2808,1564,competitief
2809,1565,weekend
2810,1565,hoge-intensiteit
2811,1566,sociaal
2812,1567,competitief
2813,1567,hoge-intensiteit
2814,1568,teambuilding
2815,1568,beginner-vriendelijk
2816,1569,buiten
2817,1570,lunchpauze
2818,1570,competitief
2819,1571,teambuilding
2820,1571,competitief
2821,1571,beginner-vriendelijk
2822,1572,vroege-vogel
2823,1572,lunchpauze
2824,1573,sociaal
2825,1574,weekend
2826,1575,buiten
2827,1575,teambuilding
2828,1575,lunchpauze
2829,1576,na-werk
2830,1577,lunchpauze
2831,1577,vroege-vogel
2832,1577,buiten
2833,1578,beginner-vriendelijk
2834,1578,weekend
2835,1578,hoge-intensiteit
2836,1579,lunchpauze
2837,1579,hoge-intensiteit
2838,1580,sociaal
2839,1580,buiten
2840,1581,competitief
2841,1581,teambuilding
2842,1582,lunchpauze
2843,1583,competitief
2844,1583,vroege-vogel
2845,1584,weekend
2846,1584,sociaal
2847,1584,buiten
2848,1585,beginner-vriendelijk
2849,1585,weekend
2850,1585,competitief
2851,1586,sociaal
2852,1586,beginner-vriendelijk
2853,1587,lunchpauze
2854,1587,sociaal
2855,1587,weekend
2856,1588,hoge-intensiteit
2857,1589,weekend
2858,1589,competitief
2859,1590,na-werk
2860,1591,beginner-vriendelijk
2861,1591,sociaal
2862,1592,lunchpauze
2863,1592,weekend
2864,1592,competitief
2865,1593,teambuilding
2866,1593,competitief
2867,1594,sociaal
2868,1595,na-werk
2869,1596,sociaal
2870,1597,vroege-vogel
2871,1598,lunchpauze
2872,1598,competitief
2873,1599,na-werk
2874,1599,beginner-vriendelijk
2875,1600,beginner-vriendelijk
2876,1600,na-werk
2877,1601,lunchpauze
2878,1601,na-werk
2879,1602,lunchpauze
2880,1602,beginner-vriendelijk
2881,1602,na-werk
2882,1603,lunchpauze
2883,1603,sociaal
2884,1604,hoge-intensiteit
2885,1604,na-werk
2886,1604,teambuilding
2887,1605,beginner-vriendelijk
2888,1605,sociaal
2889,1606,na-werk
2890,1606,lunchpauze
2891,1606,competitief
2892,1607,lunchpauze
2893,1608,na-werk
2894,1609,hoge-intensiteit
2895,1609,lunchpauze
2896,1610,na-werk
2897,1610,lunchpauze
2898,1611,sociaal
2899,1611,na-werk
2900,1612,vroege-vogel
2901,1613,weekend
2902,1613,hoge-intensiteit
2903,1614,teambuilding
2904,1614,lunchpauze
2905,1615,hoge-intensiteit
2906,1616,lunchpauze
2907,1616,na-werk
2908,1617,beginner-vriendelijk
2909,1617,vroege-vogel
2910,1617,teambuilding
2911,1618,sociaal
2912,1618,weekend
2913,1619,hoge-intensiteit
2914,1620,weekend
2915,1620,na-werk
2916,1621,hoge-intensiteit
2917,1621,weekend
2918,1622,beginner-vriendelijk
2919,1622,teambuilding
2920,1623,vroege-vogel
2921,1624,beginner-vriendelijk
2922,1624,weekend
2923,1625,lunchpauze
2924,1626,lunchpauze
2925,1627,weekend
2926,1627,vroege-vogel
2927,1628,competitief
2928,1628,hoge-intensiteit
2929,1629,competitief
2930,1629,weekend
2931,1630,sociaal
2932,1630,vroege-vogel
2933,1630,lunchpauze
2934,1631,competitief
2935,1632,sociaal
2936,1633,weekend
2937,1633,hoge-intensiteit
2938,1634,hoge-intensiteit
2939,1634,beginner-vriendelijk
2940,1635,na-werk
2941,1635,vroege-vogel
2942,1636,lunchpauze
2943,1636,buiten
2944,1637,hoge-intensiteit
2945,1637,vroege-vogel
2946,1638,vroege-vogel
2947,1638,hoge-intensiteit
2948,1638,teambuilding
2949,1639,lunchpauze
2950,1639,na-werk
2951,1640,weekend
2952,1640,hoge-intensiteit
2953,1641,competitief
2954,1642,competitief
2955,1642,na-werk
2956,1642,hoge-intensiteit
2957,1643,buiten
2958,1643,sociaal
2959,1643,weekend
2960,1644,competitief
2961,1645,hoge-intensiteit
2962,1646,lunchpauze
2963,1646,na-werk
2964,1647,lunchpauze
2965,1647,teambuilding
2966,1648,sociaal
2967,1649,lunchpauze
2968,1650,na-werk
2969,1650,sociaal
2970,1650,vroege-vogel
2971,1651,buiten
2972,1651,sociaal
2973,1652,buiten
2974,1652,teambuilding
2975,1652,beginner-vriendelijk
2976,1653,lunchpauze
2977,1653,buiten
2978,1653,na-werk
2979,1654,teambuilding
2980,1655,weekend
2981,1655,vroege-vogel
2982,1656,vroege-vogel
2983,1657,hoge-intensiteit
2984,1657,buiten
2985,1658,beginner-vriendelijk
2986,1658,na-werk
2987,1658,sociaal
2988,1659,vroege-vogel
2989,1659,competitief
2990,1659,buiten
2991,1660,weekend
2992,1661,na-werk
2993,1662,beginner-vriendelijk
2994,1662,buiten
2995,1662,competitief
2996,1663,buiten
2997,1663,sociaal
2998,1664,competitief
2999,1665,competitief
3000,1666,weekend
3001,1667,competitief
3002,1668,vroege-vogel
3003,1668,na-werk
3004,1668,buiten
3005,1669,hoge-intensiteit
3006,1670,beginner-vriendelijk
3007,1671,competitief
3008,1671,teambuilding
3009,1671,na-werk
3010,1672,vroege-vogel
3011,1672,teambuilding
3012,1673,beginner-vriendelijk
3013,1674,sociaal
3014,1674,buiten
3015,1675,buiten
3016,1675,na-werk
3017,1676,na-werk
3018,1677,na-werk
3019,1677,beginner-vriendelijk
3020,1678,na-werk
3021,1678,weekend
3022,1678,competitief
3023,1679,competitief
3024,1679,buiten
3025,1680,na-werk
3026,1680,competitief
3027,1680,vroege-vogel
3028,1681,teambuilding
3029,1682,sociaal
3030,1683,vroege-vogel
3031,1684,hoge-intensiteit
3032,1685,lunchpauze
3033,1686,competitief
3034,1687,na-werk
3035,1687,sociaal
3036,1688,hoge-intensiteit
3037,1689,weekend
3038,1689,competitief
3039,1690,beginner-vriendelijk
3040,1691,teambuilding
3041,1691,vroege-vogel
3042,1692,weekend
3043,1692,na-werk
3044,1692,vroege-vogel
3045,1693,weekend
3046,1693,vroege-vogel
3047,1694,buiten
3048,1695,hoge-intensiteit
3049,1695,buiten
3050,1695,competitief
3051,1696,sociaal
3052,1696,lunchpauze
3053,1697,buiten
3054,1698,teambuilding
3055,1698,competitief
3056,1699,lunchpauze
3057,1699,buiten
3058,1700,buiten
3059,1701,teambuilding
3060,1702,vroege-vogel
3061,1702,beginner-vriendelijk
3062,1703,competitief
3063,1704,lunchpauze
3064,1704,vroege-vogel
3065,1704,beginner-vriendelijk
3066,1705,competitief
3067,1705,beginner-vriendelijk
3068,1705,sociaal
3069,1706,weekend
3070,1706,sociaal
3071,1707,competitief
3072,1707,hoge-intensiteit
3073,1707,na-werk
3074,1708,lunchpauze
3075,1708,na-werk
3076,1709,weekend
3077,1710,beginner-vriendelijk
3078,1710,buiten
3079,1710,na-werk
3080,1711,teambuilding
3081,1711,weekend
3082,1712,na-werk
3083,1712,buiten
3084,1713,buiten
3085,1713,hoge-intensiteit
3086,1713,vroege-vogel
3087,1714,sociaal
3088,1714,vroege-vogel
3089,1715,weekend
3090,1715,lunchpauze
3091,1716,beginner-vriendelijk
3092,1716,teambuilding
3093,1717,hoge-intensiteit
3094,1718,teambuilding
3095,1718,hoge-intensiteit
3096,1719,teambuilding
3097,1720,weekend
3098,1721,weekend
3099,1722,lunchpauze
3100,1722,sociaal
3101,1722,hoge-intensiteit
3102,1723,weekend
3103,1723,sociaal
3104,1724,buiten
3105,1724,teambuilding
3106,1724,hoge-intensiteit
3107,1725,teambuilding
3108,1726,lunchpauze
3109,1727,vroege-vogel
3110,1728,buiten
3111,1728,vroege-vogel
3112,1729,weekend
3113,1729,beginner-vriendelijk
3114,1730,vroege-vogel
3115,1730,competitief
3116,1731,hoge-intensiteit
3117,1731,teambuilding
3118,1732,vroege-vogel
3119,1733,lunchpauze
3120,1733,weekend
3121,1734,sociaal
3122,1734,buiten
3123,1735,teambuilding
3124,1736,beginner-vriendelijk
3125,1737,teambuilding
3126,1737,beginner-vriendelijk
3127,1738,lunchpauze
3128,1739,vroege-vogel
3129,1740,beginner-vriendelijk
3130,1741,weekend
3131,1741,buiten
3132,1742,lunchpauze
3133,1742,competitief
3134,1742,beginner-vriendelijk
3135,1743,na-werk
3136,1744,na-werk
3137,1744,weekend
3138,1745,lunchpauze
3139,1746,beginner-vriendelijk
3140,1747,teambuilding
3141,1748,sociaal
3142,1748,lunchpauze
3143,1749,weekend
3144,1750,vroege-vogel
3145,1751,buiten
3146,1751,competitief
3147,1752,buiten
3148,1753,hoge-intensiteit
3149,1753,lunchpauze
3150,1753,sociaal
3151,1754,vroege-vogel
3152,1754,lunchpauze
3153,1754,teambuilding
3154,1755,na-werk
3155,1755,competitief
3156,1756,sociaal
3157,1756,competitief
3158,1756,vroege-vogel
3159,1757,buiten
3160,1757,sociaal
3161,1757,competitief
3162,1758,sociaal
3163,1759,vroege-vogel
3164,1759,teambuilding
3165,1759,sociaal
3166,1760,hoge-intensiteit
3167,1761,beginner-vriendelijk
3168,1761,na-werk
3169,1761,weekend
3170,1762,teambuilding
3171,1762,competitief
3172,1762,buiten
3173,1763,hoge-intensiteit
3174,1763,vroege-vogel
3175,1764,weekend
3176,1764,competitief
3177,1765,teambuilding
3178,1765,beginner-vriendelijk
3179,1766,beginner-vriendelijk
3180,1767,weekend
3181,1768,competitief
3182,1768,vroege-vogel
3183,1768,weekend
3184,1769,competitief
3185,1769,buiten
3186,1770,sociaal
3187,1771,vroege-vogel
3188,1772,weekend
3189,1772,sociaal
3190,1773,competitief
3191,1773,buiten
3192,1774,weekend
3193,1774,buiten
3194,1774,hoge-intensiteit
3195,1775,na-werk
3196,1775,lunchpauze
3197,1776,weekend
3198,1777,lunchpauze
3199,1777,vroege-vogel
3200,1778,buiten
3201,1778,beginner-vriendelijk
3202,1778,vroege-vogel
3203,1779,sociaal
3204,1779,vroege-vogel
3205,1779,beginner-vriendelijk
3206,1780,sociaal
3207,1780,vroege-vogel
3208,1781,lunchpauze
3209,1781,hoge-intensiteit
3210,1781,na-werk
3211,1782,hoge-intensiteit
3212,1782,sociaal
3213,1783,competitief
3214,1783,na-werk
3215,1784,competitief
3216,1784,hoge-intensiteit
3217,1785,na-werk
3218,1786,teambuilding
3219,1787,vroege-vogel
3220,1787,competitief
3221,1787,hoge-intensiteit
3222,1788,competitief
3223,1788,na-werk
3224,1788,buiten
3225,1789,sociaal
3226,1789,buiten
3227,1790,na-werk
3228,1791,na-werk
3229,1792,lunchpauze
3230,1793,weekend
3231,1794,hoge-intensiteit
3232,1795,buiten
3233,1795,hoge-intensiteit
3234,1795,lunchpauze
3235,1796,vroege-vogel
3236,1797,competitief
3237,1798,lunchpauze
3238,1798,sociaal
3239,1798,weekend
3240,1799,na-werk
3241,1800,sociaal
3242,1800,na-werk
3243,1801,na-werk
3244,1801,weekend
3245,1802,hoge-intensiteit
3246,1802,sociaal
3247,1803,lunchpauze
3248,1803,vroege-vogel
3249,1803,competitief
3250,1804,buiten
3251,1804,beginner-vriendelijk
3252,1805,hoge-intensiteit
3253,1805,weekend
3254,1806,teambuilding
3255,1806,lunchpauze
3256,1807,weekend
3257,1808,buiten
3258,1808,beginner-vriendelijk
3259,1809,beginner-vriendelijk
3260,1810,beginner-vriendelijk
3261,1811,buiten
3262,1811,hoge-intensiteit
3263,1812,lunchpauze
3264,1812,vroege-vogel
3265,1812,teambuilding
3266,1813,vroege-vogel
3267,1814,beginner-vriendelijk
3268,1814,competitief
3269,1814,weekend
3270,1815,lunchpauze
3271,1815,hoge-intensiteit
3272,1816,teambuilding
3273,1816,buiten
3274,1816,na-werk
3275,1817,vroege-vogel
3276,1817,teambuilding
3277,1818,na-werk
3278,1818,lunchpauze
3279,1818,weekend
3280,1819,vroege-vogel
3281,1819,sociaal
3282,1820,lunchpauze
3283,1821,na-werk
3284,1821,competitief
3285,1821,weekend
3286,1822,buiten
3287,1823,competitief
3288,1823,sociaal
3289,1824,vroege-vogel
3290,1825,sociaal
3291,1825,weekend
3292,1826,buiten
3293,1826,hoge-intensiteit
3294,1827,vroege-vogel
3295,1827,na-werk
3296,1828,beginner-vriendelijk
3297,1828,na-werk
3298,1829,hoge-intensiteit
3299,1829,weekend
3300,1830,hoge-intensiteit
3301,1831,beginner-vriendelijk
3302,1831,competitief
3303,1832,hoge-intensiteit
3304,1833,sociaal
3305,1833,lunchpauze
3306,1833,buiten
3307,1834,beginner-vriendelijk
3308,1835,vroege-vogel
3309,1836,lunchpauze
3310,1836,hoge-intensiteit
3311,1837,sociaal
3312,1837,lunchpauze
3313,1838,sociaal
3314,1838,na-werk
3315,1838,weekend
3316,1839,buiten
3317,1839,competitief
3318,1840,sociaal
3319,1840,vroege-vogel
3320,1841,buiten
3321,1841,competitief
3322,1842,hoge-intensiteit
3323,1842,weekend
3324,1843,teambuilding
3325,1843,na-werk
3326,1843,lunchpauze
3327,1844,weekend
3328,1845,competitief
3329,1845,lunchpauze
3330,1846,competitief
3331,1847,teambuilding
3332,1847,beginner-vriendelijk
3333,1848,sociaal
3334,1849,sociaal
3335,1849,competitief
3336,1849,hoge-intensiteit
3337,1850,vroege-vogel
3338,1850,beginner-vriendelijk
3339,1851,teambuilding
3340,1852,teambuilding
3341,1853,lunchpauze
3342,1853,vroege-vogel
3343,1853,teambuilding
3344,1854,competitief
3345,1855,buiten
3346,1856,vroege-vogel
3347,1857,na-werk
3348,1857,weekend
3349,1858,teambuilding
3350,1858,hoge-intensiteit
3351,1859,lunchpauze
3352,1860,lunchpauze
3353,1861,lunchpauze
3354,1861,teambuilding
3355,1861,buiten
3356,1862,vroege-vogel
3357,1862,na-werk
3358,1863,vroege-vogel
3359,1863,hoge-intensiteit
3360,1863,lunchpauze
3361,1864,hoge-intensiteit
3362,1865,vroege-vogel
3363,1865,competitief
3364,1865,hoge-intensiteit
3365,1866,weekend
3366,1867,sociaal
3367,1868,buiten
3368,1869,buiten
3369,1869,sociaal
3370,1870,vroege-vogel
3371,1871,beginner-vriendelijk
3372,1872,sociaal
3373,1872,na-werk
3374,1873,sociaal
3375,1874,competitief
3376,1875,hoge-intensiteit
3377,1875,sociaal
3378,1875,lunchpauze
3379,1876,lunchpauze
3380,1876,na-werk
3381,1876,beginner-vriendelijk
3382,1877,buiten
3383,1878,sociaal
3384,1878,weekend
3385,1879,vroege-vogel
3386,1880,teambuilding
3387,1880,buiten
3388,1881,competitief
3389,1881,lunchpauze
3390,1882,teambuilding
3391,1883,lunchpauze
3392,1884,na-werk
3393,1884,hoge-intensiteit
3394,1884,beginner-vriendelijk
3395,1885,buiten
3396,1885,lunchpauze
3397,1886,lunchpauze
3398,1887,beginner-vriendelijk
3399,1887,teambuilding
3400,1888,hoge-intensiteit
3401,1889,weekend
3402,1890,teambuilding
3403,1891,lunchpauze
3404,1891,competitief
3405,1892,teambuilding
3406,1892,beginner-vriendelijk
3407,1892,na-werk
3408,1893,beginner-vriendelijk
3409,1893,teambuilding
3410,1893,competitief
3411,1894,sociaal
3412,1894,na-werk
3413,1895,hoge-intensiteit
3414,1896,sociaal
3415,1896,hoge-intensiteit
3416,1897,beginner-vriendelijk
3417,1897,competitief
3418,1898,sociaal
3419,1899,teambuilding
3420,1900,buiten
3421,1901,competitief
3422,1901,hoge-intensiteit
3423,1902,vroege-vogel
3424,1903,lunchpauze
3425,1903,sociaal
3426,1903,buiten
3427,1904,weekend
3428,1904,competitief
3429,1904,vroege-vogel
3430,1905,hoge-intensiteit
3431,1905,beginner-vriendelijk
3432,1906,hoge-intensiteit
3433,1907,lunchpauze
3434,1907,beginner-vriendelijk
3435,1908,sociaal
3436,1909,sociaal
3437,1910,na-werk
3438,1911,hoge-intensiteit
3439,1911,beginner-vriendelijk
3440,1912,beginner-vriendelijk
3441,1912,competitief
3442,1913,na-werk
3443,1914,lunchpauze
3444,1915,vroege-vogel
3445,1915,weekend
3446,1916,teambuilding
3447,1916,vroege-vogel
3448,1917,beginner-vriendelijk
3449,1917,sociaal
3450,1918,teambuilding
3451,1919,beginner-vriendelijk
3452,1920,competitief
3453,1920,buiten
3454,1921,na-werk
3455,1921,beginner-vriendelijk
3456,1921,hoge-intensiteit
3457,1922,sociaal
3458,1923,hoge-intensiteit
3459,1923,teambuilding
3460,1924,vroege-vogel
3461,1924,teambuilding
3462,1924,competitief
3463,1925,na-werk
3464,1925,vroege-vogel
3465,1926,hoge-intensiteit
3466,1926,sociaal
3467,1926,beginner-vriendelijk
3468,1927,weekend
3469,1928,teambuilding
3470,1929,teambuilding
3471,1930,sociaal
3472,1930,beginner-vriendelijk
3473,1930,teambuilding
3474,1931,buiten
3475,1931,sociaal
3476,1931,vroege-vogel
3477,1932,weekend
3478,1932,lunchpauze
3479,1933,teambuilding
3480,1933,competitief
3481,1933,na-werk
3482,1934,vroege-vogel
3483,1934,weekend
3484,1935,na-werk
3485,1935,hoge-intensiteit
3486,1935,competitief
3487,1936,na-werk
3488,1936,lunchpauze
3489,1937,hoge-intensiteit
3490,1937,sociaal
3491,1938,teambuilding
3492,1939,vroege-vogel
3493,1940,lunchpauze
3494,1940,beginner-vriendelijk
3495,1941,teambuilding
3496,1941,competitief
3497,1942,lunchpauze
3498,1943,vroege-vogel
3499,1943,na-werk
3500,1944,na-werk
3501,1944,beginner-vriendelijk
3502,1945,beginner-vriendelijk
3503,1946,competitief
3504,1946,buiten
3505,1946,na-werk
3506,1947,vroege-vogel
3507,1947,competitief
3508,1948,weekend
3509,1948,vroege-vogel
3510,1948,na-werk
3511,1949,buiten
3512,1949,lunchpauze
3513,1949,sociaal
3514,1950,na-werk
3515,1950,buiten
3516,1951,teambuilding
3517,1952,hoge-intensiteit
3518,1952,teambuilding
3519,1953,competitief
3520,1953,lunchpauze
3521,1954,teambuilding
3522,1954,weekend
3523,1955,vroege-vogel
3524,1955,beginner-vriendelijk
3525,1955,hoge-intensiteit
3526,1956,beginner-vriendelijk
3527,1956,teambuilding
3528,1957,vroege-vogel
3529,1958,lunchpauze
3530,1958,buiten
3531,1959,hoge-intensiteit
3532,1959,sociaal
3533,1960,teambuilding
3534,1961,competitief
3535,1961,vroege-vogel
3536,1961,hoge-intensiteit
3537,1962,teambuilding
3538,1963,na-werk
3539,1964,na-werk
3540,1964,beginner-vriendelijk
3541,1964,vroege-vogel
3542,1965,teambuilding
3543,1965,vroege-vogel
3544,1966,sociaal
3545,1967,na-werk
3546,1968,lunchpauze
3547,1968,beginner-vriendelijk
3548,1969,competitief
3549,1969,beginner-vriendelijk
3550,1970,vroege-vogel
3551,1970,hoge-intensiteit
3552,1971,teambuilding
3553,1971,vroege-vogel
3554,1971,lunchpauze
3555,1972,competitief
3556,1972,na-werk
3557,1973,buiten
3558,1973,teambuilding
3559,1974,weekend
3560,1975,lunchpauze
3561,1975,beginner-vriendelijk
3562,1976,sociaal
3563,1976,vroege-vogel
3564,1977,vroege-vogel
3565,1978,vroege-vogel
3566,1979,vroege-vogel
3567,1980,na-werk
3568,1980,sociaal
3569,1981,na-werk
3570,1981,buiten
3571,1982,na-werk
3572,1982,sociaal
3573,1982,teambuilding
3574,1983,weekend
3575,1984,lunchpauze
3576,1985,beginner-vriendelijk
3577,1986,vroege-vogel
3578,1987,teambuilding
3579,1987,sociaal
3580,1988,lunchpauze
3581,1988,vroege-vogel
3582,1989,sociaal
3583,1989,beginner-vriendelijk
3584,1989,competitief
3585,1990,lunchpauze
3586,1991,na-werk
3587,1992,sociaal
3588,1992,weekend
3589,1993,lunchpauze
3590,1993,teambuilding
3591,1994,lunchpauze
3592,1995,na-werk
3593,1995,sociaal
3594,1996,sociaal
3595,1996,beginner-vriendelijk
3596,1996,weekend
3597,1997,vroege-vogel
3598,1998,buiten
3599,1999,na-werk
3600,1999,sociaal
3601,2000,vroege-vogel
3602,2000,competitief
3603,2001,vroege-vogel
3604,2001,teambuilding
3605,2001,beginner-vriendelijk
3606,2002,hoge-intensiteit
3607,2002,teambuilding
3608,2003,na-werk
3609,2003,hoge-intensiteit
3610,2004,competitief
3611,2004,weekend
3612,2005,sociaal
3613,2005,vroege-vogel
3614,2006,lunchpauze
3615,2006,teambuilding
3616,2007,sociaal
3617,2008,competitief
3618,2008,vroege-vogel
3619,2009,buiten
3620,2009,vroege-vogel
3621,2010,competitief
3622,2011,weekend
3623,2011,na-werk
3624,2011,competitief
3625,2012,sociaal
3626,2012,na-werk
3627,2013,na-werk
3628,2013,teambuilding
3629,2013,weekend
3630,2014,na-werk
3631,2014,competitief
3632,2014,vroege-vogel
3633,2015,lunchpauze
3634,2016,competitief
3635,2016,beginner-vriendelijk
3636,2017,teambuilding
3637,2017,vroege-vogel
3638,2017,hoge-intensiteit
3639,2018,na-werk
3640,2018,buiten
3641,2019,beginner-vriendelijk
3642,2020,weekend
3643,2021,beginner-vriendelijk
3644,2021,weekend
3645,2022,beginner-vriendelijk
3646,2023,lunchpauze
3647,2024,na-werk
3648,2025,beginner-vriendelijk
3649,2026,lunchpauze
3650,2026,hoge-intensiteit
3651,2026,weekend
3652,2027,hoge-intensiteit
3653,2027,sociaal
3654,2028,teambuilding
3655,2028,sociaal
3656,2029,sociaal
3657,2030,teambuilding
3658,2031,na-werk
3659,2032,beginner-vriendelijk
3660,2032,weekend
3661,2033,hoge-intensiteit
3662,2034,beginner-vriendelijk
3663,2034,na-werk
3664,2035,teambuilding
3665,2036,hoge-intensiteit
3666,2036,teambuilding
3667,2036,na-werk
3668,2037,beginner-vriendelijk
3669,2037,weekend
3670,2038,vroege-vogel
3671,2038,hoge-intensiteit
3672,2038,buiten
3673,2039,na-werk
3674,2039,buiten
3675,2040,sociaal
3676,2041,sociaal
3677,2041,weekend
3678,2042,weekend
3679,2042,sociaal
3680,2043,vroege-vogel
3681,2044,buiten
3682,2044,vroege-vogel
3683,2045,buiten
3684,2045,teambuilding
3685,2046,weekend
3686,2047,beginner-vriendelijk
3687,2047,weekend
3688,2048,lunchpauze
3689,2048,sociaal
3690,2049,lunchpauze
3691,2050,buiten
3692,2050,vroege-vogel
3693,2050,lunchpauze
3694,2051,lunchpauze
3695,2052,na-werk
3696,2053,buiten
3697,2054,lunchpauze
3698,2055,weekend
3699,2055,lunchpauze
3700,2056,beginner-vriendelijk
3701,2056,na-werk
3702,2057,vroege-vogel
3703,2057,sociaal
3704,2058,na-werk
3705,2059,buiten
3706,2059,vroege-vogel
3707,2060,hoge-intensiteit
3708,2061,hoge-intensiteit
3709,2061,beginner-vriendelijk
3710,2062,weekend
3711,2063,hoge-intensiteit
3712,2064,hoge-intensiteit
3713,2065,hoge-intensiteit
3714,2065,weekend
3715,2066,sociaal
3716,2066,na-werk
3717,2066,hoge-intensiteit
3718,2067,sociaal
3719,2068,weekend
3720,2068,competitief
3721,2069,weekend
3722,2069,vroege-vogel
3723,2069,beginner-vriendelijk
3724,2070,hoge-intensiteit
3725,2071,beginner-vriendelijk
3726,2071,lunchpauze
3727,2072,lunchpauze
3728,2073,weekend
3729,2073,competitief
3730,2074,na-werk
3731,2075,teambuilding
3732,2075,competitief
3733,2075,buiten
3734,2076,sociaal
3735,2077,lunchpauze
3736,2077,hoge-intensiteit
3737,2077,competitief
3738,2078,hoge-intensiteit
3739,2078,lunchpauze
3740,2078,teambuilding
3741,2079,beginner-vriendelijk
3742,2079,weekend
3743,2080,weekend
3744,2080,lunchpauze
3745,2080,hoge-intensiteit
3746,2081,competitief
3747,2081,weekend
3748,2082,sociaal
3749,2083,sociaal
3750,2084,weekend
3751,2085,weekend
3752,2086,vroege-vogel
3753,2087,lunchpauze
3754,2088,weekend
3755,2089,lunchpauze
3756,2089,vroege-vogel
3757,2089,weekend
3758,2090,buiten
3759,2091,hoge-intensiteit
3760,2091,lunchpauze
3761,2092,lunchpauze
3762,2093,hoge-intensiteit
3763,2093,sociaal
3764,2094,vroege-vogel
3765,2095,lunchpauze
3766,2095,sociaal
3767,2096,na-werk
3768,2096,hoge-intensiteit
3769,2097,competitief
3770,2097,na-werk
3771,2097,buiten
3772,2098,lunchpauze
3773,2099,buiten
3774,2100,buiten
3775,2101,beginner-vriendelijk
3776,2101,buiten
3777,2101,vroege-vogel
3778,2102,buiten
3779,2103,hoge-intensiteit
3780,2104,buiten
3781,2104,hoge-intensiteit
3782,2104,teambuilding
3783,2105,teambuilding
3784,2106,competitief
3785,2107,competitief
3786,2108,competitief
3787,2108,buiten
3788,2108,hoge-intensiteit
3789,2109,lunchpauze
3790,2109,teambuilding
3791,2110,weekend
3792,2110,beginner-vriendelijk
3793,2110,sociaal
3794,2111,teambuilding
3795,2112,buiten
3796,2112,lunchpauze
3797,2113,vroege-vogel
3798,2113,na-werk
3799,2114,weekend
3800,2115,na-werk
3801,2115,weekend
3802,2116,sociaal
3803,2117,competitief
3804,2118,na-werk
3805,2118,competitief
3806,2119,competitief
3807,2120,buiten
3808,2121,na-werk
3809,2121,vroege-vogel
3810,2121,beginner-vriendelijk
3811,2122,vroege-vogel
3812,2123,teambuilding
3813,2123,weekend
3814,2123,buiten
3815,2124,lunchpauze
3816,2124,vroege-vogel
3817,2125,weekend
3818,2125,beginner-vriendelijk
3819,2126,vroege-vogel
3820,2126,beginner-vriendelijk
3821,2126,sociaal
3822,2127,hoge-intensiteit
3823,2128,lunchpauze
3824,2128,sociaal
3825,2129,beginner-vriendelijk
3826,2130,weekend
3827,2130,beginner-vriendelijk
3828,2131,buiten
3829,2131,lunchpauze
3830,2132,lunchpauze
3831,2133,buiten
3832,2134,na-werk
3833,2135,buiten
3834,2135,lunchpauze
3835,2135,teambuilding
3836,2136,teambuilding
3837,2137,beginner-vriendelijk
3838,2137,sociaal
3839,2138,competitief
3840,2139,sociaal
3841,2139,teambuilding
3842,2140,beginner-vriendelijk
3843,2140,na-werk
3844,2140,hoge-intensiteit
3845,2141,buiten
3846,2141,sociaal
3847,2142,teambuilding
3848,2142,hoge-intensiteit
3849,2142,sociaal
3850,2143,na-werk
3851,2143,sociaal
3852,2144,teambuilding
3853,2145,buiten
3854,2146,weekend
3855,2147,beginner-vriendelijk
3856,2147,competitief
3857,2147,lunchpauze
3858,2148,beginner-vriendelijk
3859,2148,buiten
3860,2149,teambuilding
3861,2150,hoge-intensiteit
3862,2151,beginner-vriendelijk
3863,2151,vroege-vogel
3864,2152,weekend
3865,2153,na-werk
3866,2153,weekend
3867,2154,beginner-vriendelijk
3868,2154,hoge-intensiteit
3869,2155,vroege-vogel
3870,2155,hoge-intensiteit
3871,2156,lunchpauze
3872,2156,weekend
3873,2157,teambuilding
3874,2157,vroege-vogel
3875,2158,weekend
3876,2158,competitief
3877,2158,beginner-vriendelijk
3878,2159,teambuilding
3879,2159,lunchpauze
3880,2160,na-werk
3881,2160,hoge-intensiteit
3882,2160,buiten
3883,2161,lunchpauze
3884,2161,buiten
3885,2162,lunchpauze
3886,2163,teambuilding
3887,2164,competitief
3888,2164,buiten
3889,2165,na-werk
3890,2166,weekend
3891,2166,lunchpauze
3892,2167,weekend
3893,2167,competitief
3894,2168,competitief
3895,2168,lunchpauze
3896,2169,teambuilding
3897,2170,weekend
3898,2171,lunchpauze
3899,2171,buiten
3900,2172,sociaal
3901,2172,hoge-intensiteit
3902,2173,hoge-intensiteit
3903,2173,teambuilding
3904,2174,hoge-intensiteit
3905,2175,competitief
3906,2176,sociaal
3907,2177,competitief
3908,2177,weekend
3909,2178,competitief
3910,2178,lunchpauze
3911,2179,hoge-intensiteit
3912,2179,competitief
3913,2180,teambuilding
3914,2181,lunchpauze
3915,2182,lunchpauze
3916,2183,lunchpauze
3917,2183,buiten
3918,2184,vroege-vogel
3919,2184,hoge-intensiteit
3920,2185,buiten
3921,2186,na-werk
3922,2186,lunchpauze
3923,2187,buiten
3924,2187,sociaal
3925,2188,lunchpauze
3926,2189,hoge-intensiteit
3927,2190,weekend
3928,2191,teambuilding
3929,2191,beginner-vriendelijk
